uri,artist,album,name,artists,track_number,duration_ms,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre,long_name
spotify:track:5zyCYmiaVE5y26EZuwZbsw,Taylor,Red (Deluxe Edition),State Of Grace,['Taylor Swift'],1,295186,False,0.000197,0.588,0.825,0.0013800000000000002,0.0885,-5.8820000000000014,0.0328,129.968,0.397,53,pop,State Of Grace
spotify:track:1RvQQGwaPipiNgz8RXAKA8,Taylor,Red (Deluxe Edition),Red,['Taylor Swift'],2,220826,False,0.0773,0.602,0.8959999999999999,8.87e-05,0.091,-4.267,0.0437,124.978,0.6409999999999999,58,pop,Red
spotify:track:0XfOV7qY3834QpFVwOb6CC,Taylor,Red (Deluxe Edition),Treacherous,['Taylor Swift'],3,240773,False,0.101,0.705,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,0.395,52,pop,Treacherous
spotify:track:0ciHz919LVKoH4zgxyMPZ9,Taylor,Red (Deluxe Edition),I Knew You Were Trouble.,['Taylor Swift'],4,217973,False,0.00454,0.622,0.469,2.25e-06,0.0398,-6.797999999999999,0.0363,77.01899999999998,0.679,58,pop,I Knew You Were Trouble.
spotify:track:1q3RiD1tIWUpGsNFADMlvl,Taylor,Red (Deluxe Edition),All Too Well,['Taylor Swift'],5,327893,False,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,61,pop,All Too Well
spotify:track:3bIxTsfeNMO7Nt2J3EUKrA,Taylor,Red (Deluxe Edition),22,['Taylor Swift'],6,230133,False,0.00215,0.6579999999999999,0.7290000000000001,0.0013,0.0752,-6.561,0.0378,104.007,0.6679999999999999,59,pop,22
spotify:track:31pEV5lPJi7btskZoUr2yu,Taylor,Red (Deluxe Edition),I Almost Do,['Taylor Swift'],7,242573,False,0.0173,0.5670000000000001,0.481,4.13e-05,0.182,-7.357,0.027000000000000003,145.865,0.233,53,pop,I Almost Do
spotify:track:1OYARuagDrpgNNQ4loO1Cs,Taylor,Red (Deluxe Edition),We Are Never Ever Getting Back Together,['Taylor Swift'],8,191880,False,0.00957,0.628,0.6759999999999999,2.65e-05,0.102,-5.9110000000000005,0.0916,85.984,0.75,57,pop,We Are Never Ever Getting Back Together
spotify:track:1x0J8LFX23d5h1zzuzZorc,Taylor,Red (Deluxe Edition),Stay Stay Stay,['Taylor Swift'],9,204826,False,0.307,0.7290000000000001,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,0.928,52,pop,Stay Stay Stay
spotify:track:7vvIpJZye5cRR6De1LKM0m,Taylor,Red (Deluxe Edition),The Last Time,"['Taylor Swift', 'Gary Lightbody']",10,298293,False,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,0.123,53,pop,The Last Time
spotify:track:5d2Kn9oAAh9S2EbyCo1i52,Taylor,Red (Deluxe Edition),Holy Ground,['Taylor Swift'],11,201853,False,0.0162,0.627,0.816,0.0020800000000000003,0.0966,-6.698,0.0774,157.043,0.648,52,pop,Holy Ground
spotify:track:5QKhg4r4Ibt0LVTmWEXTEg,Taylor,Red (Deluxe Edition),Sad Beautiful Tragic,['Taylor Swift'],12,283680,False,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,50,pop,Sad Beautiful Tragic
spotify:track:2wtHlpYSgC7xEdD3DrSHNL,Taylor,Red (Deluxe Edition),The Lucky One,['Taylor Swift'],13,240133,False,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,50,pop,The Lucky One
spotify:track:7gdwoOmi258QJq0hmQ4hto,Taylor,Red (Deluxe Edition),Everything Has Changed,"['Taylor Swift', 'Ed Sheeran']",14,243933,False,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,0.436,54,pop,Everything Has Changed
spotify:track:0vqI4ZIMuifeKeItGiWbPj,Taylor,Red (Deluxe Edition),Starlight,['Taylor Swift'],15,217826,False,0.0213,0.649,0.777,0.000335,0.221,-5.8039999999999985,0.0406,126.018,0.5870000000000001,51,pop,Starlight
spotify:track:48A0aShHlovDfTMucMrE66,Taylor,Red (Deluxe Edition),Begin Again,['Taylor Swift'],16,237613,False,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,0.32299999999999995,53,pop,Begin Again
spotify:track:5AsmAjBSSQjRPWgAYIp8tm,Taylor,Red (Deluxe Edition),The Moment I Knew,['Taylor Swift'],17,285560,False,0.187,0.62,0.506,1.47e-05,0.102,-7.327000000000001,0.0312,126.015,0.275,50,pop,The Moment I Knew
spotify:track:4qyalTRMRH5YuEntvvMvq0,Taylor,Red (Deluxe Edition),Come Back...Be Here,['Taylor Swift'],18,222706,False,0.00471,0.483,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,79.926,0.217,51,pop,Come Back...Be Here
spotify:track:6cf6rLb8qcklvJv90W6HCW,Taylor,Red (Deluxe Edition),Girl At Home,['Taylor Swift'],19,220320,False,0.272,0.733,0.59,0.0,0.136,-5.86,0.0284,125.048,0.633,48,pop,Girl At Home
spotify:track:7BT9K9BDqq6HI2oWH5UMZQ,Taylor,Red (Deluxe Edition),Treacherous - Original Demo Recording,['Taylor Swift'],20,239720,False,0.175,0.828,0.64,6.14e-05,0.0996,-8.248,0.0355,109.993,0.519,46,pop,Treacherous - Original Demo Recording
spotify:track:4mqgn90sCeVSYqcoftTQTd,Taylor,Red (Deluxe Edition),Red - Original Demo Recording,['Taylor Swift'],21,226280,False,0.113,0.6779999999999999,0.902,0.000235,0.0722,-4.659,0.0358,124.998,0.637,46,pop,Red - Original Demo Recording
spotify:track:5G9AVKld9q7DCrmoY42raf,Taylor,Red (Deluxe Edition),State Of Grace - Acoustic Version,['Taylor Swift'],22,323080,False,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,48,pop,State Of Grace - Acoustic Version
spotify:track:2ogKhhoMClkFXek7ZgxAhN,Camila,Romance,Shameless,['Camila Cabello'],1,219742,False,0.0197,0.377,0.6509999999999999,5.31e-05,0.174,-5.437,0.0588,129.69799999999998,0.0851,71,pop,Shameless
spotify:track:4jFD7byoPdGkEdjHLMduR9,Camila,Romance,Living Proof,['Camila Cabello'],2,194440,False,0.109,0.735,0.514,0.0,0.359,-5.464,0.08199999999999999,77.566,0.517,69,pop,Living Proof
spotify:track:0sHc1EEeOnmgjP6QmsR7px,Camila,Romance,Should've Said It,['Camila Cabello'],3,200626,False,0.0281,0.6659999999999999,0.5489999999999999,0.000181,0.136,-5.7810000000000015,0.0269,98.014,0.596,69,pop,Should've Said It
spotify:track:3yOlyBJuViE2YSGn3nVE1K,Camila,Romance,My Oh My,"['Camila Cabello', 'DaBaby']",4,170746,False,0.018000000000000002,0.7240000000000001,0.491,1.29e-05,0.0887,-6.024,0.0296,105.046,0.383,92,pop,My Oh My (feat. DaBaby)
spotify:track:3BVgrFWuH01GmCUy9Y2EE8,Camila,Romance,Señorita,"['Shawn Mendes', 'Camila Cabello']",5,190813,False,0.0376,0.759,0.539,0.0,0.0906,-6.039,0.0287,116.959,0.74,63,pop,Señorita
spotify:track:073ILU1C3APNRGF66VhtyA,Camila,Romance,Liar,['Camila Cabello'],6,207038,False,0.0169,0.74,0.498,0.00282,0.319,-6.684,0.0456,98.016,0.652,75,pop,Liar
spotify:track:0Q2kFlgnqusKAqCDpCKAIY,Camila,Romance,Bad Kind of Butterflies,['Camila Cabello'],7,169334,False,0.506,0.495,0.308,0.0,0.247,-9.528,0.141,108.484,0.273,67,pop,Bad Kind of Butterflies
spotify:track:7DoNtK2gVFRwJh0hkHe5wQ,Camila,Romance,Easy,['Camila Cabello'],8,194686,False,0.411,0.574,0.593,1.55e-06,0.0966,-5.731,0.0463,128.07299999999998,0.355,71,pop,Easy
spotify:track:39jcp8zJH7nHWbB7Hr3sFJ,Camila,Romance,Feel It Twice,['Camila Cabello'],9,188939,False,0.8420000000000001,0.516,0.436,0.0,0.0901,-5.568,0.0283,132.07,0.376,66,pop,Feel It Twice
spotify:track:7jJ4y8hXMLMlGBu7Zm1XZj,Camila,Romance,Dream of You,['Camila Cabello'],10,222999,False,0.205,0.659,0.6629999999999999,0.0,0.105,-6.823,0.0811,140.013,0.333,66,pop,Dream of You
spotify:track:1Ff71LUQO0KBk5Slu3K6Vu,Camila,Romance,Cry for Me,['Camila Cabello'],11,189133,False,0.05,0.721,0.805,0.0,0.153,-4.134,0.0927,118.058,0.653,67,pop,Cry for Me
spotify:track:7cHje4KLujM18aBSLvaySE,Camila,Romance,This Love,['Camila Cabello'],12,220072,True,0.253,0.494,0.502,4.37e-06,0.105,-5.75,0.0329,179.643,0.162,69,pop,This Love
spotify:track:3r73OmpBtQAwMgawxOmlg0,Camila,Romance,Used to This,['Camila Cabello'],13,210001,False,0.361,0.583,0.495,3.35e-06,0.348,-7.681,0.0813,100.047,0.364,67,pop,Used to This
spotify:track:6TRt2bniIq0EIlrDlje7b8,Camila,Romance,First Man,['Camila Cabello'],14,228758,False,0.906,0.5720000000000001,0.292,1.04e-06,0.106,-7.621,0.0364,100.152,0.223,76,pop,First Man
spotify:track:4eWQlBRaTjPPUlzacqEeoQ,Camila,Camila,Never Be the Same,['Camila Cabello'],1,226973,False,0.181,0.637,0.713,0.000637,0.13699999999999998,-4.333,0.0747,129.923,0.243,74,pop,Never Be the Same
spotify:track:4XLu3tTSZiPFVC9mmuR6Zp,Camila,Camila,All These Years,['Camila Cabello'],2,164373,False,0.609,0.732,0.436,0.0,0.108,-7.409,0.117,94.852,0.475,67,pop,All These Years
spotify:track:5HwnezK198pJCEj1l2Adjy,Camila,Camila,She Loves Control,['Camila Cabello'],3,177160,False,0.166,0.65,0.758,0.0,0.0889,-4.02,0.116,94.9,0.6629999999999999,66,pop,She Loves Control
spotify:track:1rfofaqEpACxVEHIZBJe6W,Camila,Camila,Havana,"['Camila Cabello', 'Young Thug']",4,217306,False,0.184,0.765,0.523,3.5600000000000005e-05,0.132,-4.333,0.03,104.988,0.394,82,pop,Havana (feat. Young Thug)
spotify:track:5xi2SXmF3A5AIsuGXiUIZu,Camila,Camila,Inside Out,['Camila Cabello'],5,182560,False,0.43,0.737,0.6970000000000001,0.000382,0.0821,-5.31,0.0895,94.101,0.655,56,pop,Inside Out
spotify:track:7sTtHHrD0zDpmzQzH3zegz,Camila,Camila,Consequences,['Camila Cabello'],6,178466,False,0.889,0.455,0.292,0.0,0.106,-6.792000000000002,0.0563,84.339,0.43,72,pop,Consequences
spotify:track:3iq9nhbI8fcnNamxMft1uv,Camila,Camila,Real Friends,['Camila Cabello'],7,214386,False,0.8390000000000001,0.726,0.304,0.0,0.0853,-8.677,0.131,91.97,0.813,63,pop,Real Friends
spotify:track:7IL3UOlcJ6nmcCMwpnlfcA,Camila,Camila,Something's Gotta Give,['Camila Cabello'],8,236360,False,0.3670000000000001,0.545,0.458,0.0,0.118,-4.6,0.0279,79.943,0.16399999999999998,68,pop,Something's Gotta Give
spotify:track:1GO9vCm5Cra5uWGSWQ5mGK,Camila,Camila,In the Dark,['Camila Cabello'],9,219826,False,0.21,0.425,0.5479999999999999,0.0,0.115,-6.7620000000000005,0.114,175.75599999999997,0.282,59,pop,In the Dark
spotify:track:2gxqozTaq2NYylvS8jd57G,Camila,Camila,Into It,['Camila Cabello'],10,175653,False,0.451,0.569,0.649,0.0,0.128,-8.175,0.482,108.77,0.441,59,pop,Into It
spotify:track:0sVgOxAOOAj0K8PdFEGhrR,Camila,Camila,Never Be the Same - Radio Edit,['Camila Cabello'],11,227240,False,0.158,0.627,0.693,0.000102,0.115,-4.382,0.0856,129.80100000000002,0.245,53,pop,Never Be the Same - Radio Edit
spotify:track:6v3KW9xbzN5yKLt9YKDYA2,Shawn Mendes,Shawn Mendes (Deluxe),Señorita,"['Shawn Mendes', 'Camila Cabello']",1,190799,False,0.0392,0.759,0.5479999999999999,0.0,0.0828,-6.049,0.029,116.967,0.7490000000000001,85,pop,Señorita
spotify:track:0TFpGNlWslRQO4oyTtJq6K,Shawn Mendes,Shawn Mendes (Deluxe),Lost In Japan,['Shawn Mendes'],2,200840,False,0.264,0.711,0.738,0.0,0.136,-6.908,0.35600000000000004,105.049,0.381,56,pop,Lost In Japan
spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,Shawn Mendes,Shawn Mendes (Deluxe),If I Can't Have You,['Shawn Mendes'],3,191466,False,0.487,0.691,0.823,0.0,0.134,-4.197,0.0623,123.935,0.87,76,pop,If I Can't Have You
spotify:track:2SFnIqRWyHt9MUNeXkykii,Shawn Mendes,Shawn Mendes (Deluxe),In My Blood,['Shawn Mendes'],4,211293,False,0.0542,0.625,0.7120000000000001,0.0,0.109,-7.355,0.0537,140.02200000000002,0.459,52,pop,In My Blood
spotify:track:49u62ZMTXz91U8V4uXaJ4q,Shawn Mendes,Shawn Mendes (Deluxe),Fallin' All In You,['Shawn Mendes'],5,235760,False,0.414,0.856,0.481,0.0,0.111,-6.761,0.038,92.031,0.7609999999999999,54,pop,Fallin' All In You
spotify:track:2UCYrYM83sowbj1OG6qsVn,Shawn Mendes,Shawn Mendes (Deluxe),Where Were You In The Morning?,['Shawn Mendes'],6,200586,False,0.557,0.7170000000000001,0.507,0.0,0.106,-7.525,0.0495,87.98899999999998,0.479,52,pop,Where Were You In The Morning?
spotify:track:3J3AQ7NSo0p3RX8U2gnC4v,Shawn Mendes,Shawn Mendes (Deluxe),Nervous,['Shawn Mendes'],7,164213,False,0.0376,0.8440000000000001,0.627,0.0,0.159,-6.752999999999999,0.0741,121.96,0.732,51,pop,Nervous
spotify:track:5VQBZPF4L2VrR7aMfAdRq3,Shawn Mendes,Shawn Mendes (Deluxe),Like To Be You,"['Shawn Mendes', 'Julia Michaels']",8,159533,False,0.799,0.737,0.444,0.0,0.107,-9.382,0.264,153.754,0.628,50,pop,Like To Be You (feat. Julia Michaels)
spotify:track:3isPczLtjVuERmr5hpSvIl,Shawn Mendes,Shawn Mendes (Deluxe),Particular Taste,['Shawn Mendes'],9,175573,False,0.0455,0.968,0.35100000000000003,8.48e-05,0.065,-7.084,0.129,111.954,0.585,49,pop,Particular Taste
spotify:track:1RL042HeY9ln1Bwu2ODyJJ,Shawn Mendes,Shawn Mendes (Deluxe),Because I Had You,['Shawn Mendes'],10,142533,False,0.305,0.633,0.32299999999999995,0.0,0.321,-9.723,0.411,203.709,0.713,50,pop,Because I Had You
spotify:track:6oZk0lzaP7RcwKjyZrIJBV,Shawn Mendes,Shawn Mendes (Deluxe),Why,['Shawn Mendes'],11,238093,False,0.659,0.693,0.426,0.0,0.0663,-9.226,0.0513,127.022,0.213,50,pop,Why
spotify:track:5cWIKVqSpJQiRmG59sfii5,Shawn Mendes,Shawn Mendes (Deluxe),Youth,"['Shawn Mendes', 'Khalid']",12,190826,False,0.5579999999999999,0.618,0.596,0.0,0.15,-6.6629999999999985,0.0805,100.028,0.325,50,pop,Youth (feat. Khalid)
spotify:track:1UWbBNuBIB9wYg82aaWRvN,Shawn Mendes,Shawn Mendes (Deluxe),Perfectly Wrong,['Shawn Mendes'],13,212773,False,0.87,0.447,0.307,0.0,0.104,-11.773,0.0368,77.72399999999998,0.318,50,pop,Perfectly Wrong
spotify:track:2d3zTjEWyOzKDPOLjDSRlR,Shawn Mendes,Shawn Mendes (Deluxe),Mutual,['Shawn Mendes'],14,148173,False,0.242,0.917,0.476,0.0,0.133,-6.689,0.154,115.012,0.8140000000000001,50,pop,Mutual
spotify:track:2eKH2typXktOBTgWrOHnni,Shawn Mendes,Shawn Mendes (Deluxe),Queen,['Shawn Mendes'],15,204053,False,0.202,0.8809999999999999,0.682,0.0,0.086,-7.2970000000000015,0.105,131.024,0.931,48,pop,Queen
spotify:track:2s6BVlw41U03QdFaMeT5FQ,Shawn Mendes,Shawn Mendes (Deluxe),When You're Ready,['Shawn Mendes'],16,169596,False,0.777,0.438,0.479,0.0,0.12,-8.888,0.0947,171.218,0.662,49,pop,When You're Ready
spotify:track:7JJmb5XwzOO8jgpou264Ml,Shawn Mendes,Illuminate (Deluxe),There's Nothing Holdin' Me Back,['Shawn Mendes'],1,199440,False,0.38,0.866,0.813,0.0,0.0779,-4.063,0.0554,121.998,0.969,81,pop,There's Nothing Holdin' Me Back
spotify:track:7FUXL9fOmUeZFGXvL5cYkR,Shawn Mendes,Illuminate (Deluxe),Ruin,['Shawn Mendes'],2,241893,False,0.382,0.6859999999999999,0.382,0.0,0.109,-6.68,0.0314,125.024,0.527,52,pop,Ruin
spotify:track:0AS63m1wHv9n4VVRizK6Hc,Shawn Mendes,Illuminate (Deluxe),Mercy,['Shawn Mendes'],3,208733,False,0.125,0.555,0.662,0.0,0.111,-4.952,0.0827,148.128,0.35600000000000004,78,pop,Mercy
spotify:track:48DKpTEVJ2pAjxQbWTad3q,Shawn Mendes,Illuminate (Deluxe),Treat You Better,['Shawn Mendes'],4,187973,False,0.106,0.444,0.8190000000000001,0.0,0.107,-4.078,0.341,82.695,0.747,58,pop,Treat You Better
spotify:track:1Tt5Leqvv6OawH2jth05Rw,Shawn Mendes,Illuminate (Deluxe),Three Empty Words,['Shawn Mendes'],5,199013,False,0.7979999999999999,0.615,0.414,0.0,0.135,-9.826,0.0304,95.776,0.536,60,pop,Three Empty Words
spotify:track:7msCKNrI0vZw9H4MIgLnAh,Shawn Mendes,Illuminate (Deluxe),Don't Be A Fool,['Shawn Mendes'],6,215773,False,0.596,0.473,0.339,0.0,0.103,-6.039,0.0364,175.264,0.265,62,pop,Don't Be A Fool
spotify:track:3Qwd9wK176KgmorU7fCW6S,Shawn Mendes,Illuminate (Deluxe),Like This,['Shawn Mendes'],7,186946,False,0.809,0.546,0.433,0.0,0.122,-7.894,0.0935,77.39699999999998,0.249,59,pop,Like This
spotify:track:3gnDoaJUgD9Bblzld77Kcp,Shawn Mendes,Illuminate (Deluxe),No Promises,['Shawn Mendes'],8,166053,False,0.322,0.619,0.621,0.0,0.188,-6.763,0.08199999999999999,101.992,0.466,61,pop,No Promises
spotify:track:348cSuo1eooBe21AzdjAqy,Shawn Mendes,Illuminate (Deluxe),Lights On,['Shawn Mendes'],9,201440,False,0.425,0.706,0.575,0.0,0.122,-6.353,0.0648,90.887,0.5539999999999999,60,pop,Lights On
spotify:track:64GT5ReOko7xx6Nc7D8JsS,Shawn Mendes,Illuminate (Deluxe),Honest,['Shawn Mendes'],10,199186,False,0.249,0.821,0.601,0.0,0.0637,-6.249,0.0626,116.965,0.7120000000000001,61,pop,Honest
spotify:track:0JZ9lcwFcAscMpy1YxUtpW,Shawn Mendes,Illuminate (Deluxe),Patience,['Shawn Mendes'],11,175253,False,0.107,0.5529999999999999,0.5710000000000001,0.0,0.111,-6.345,0.2,179.84799999999996,0.443,60,pop,Patience
spotify:track:3SBAb63Bjv98ZqfAvP9aK8,Shawn Mendes,Illuminate (Deluxe),Bad Reputation,['Shawn Mendes'],12,198226,False,0.229,0.413,0.6970000000000001,0.0,0.256,-5.823,0.188,150.047,0.332,53,pop,Bad Reputation
spotify:track:4IiHCtnfw8tZasAeocWqVe,Shawn Mendes,Illuminate (Deluxe),Understand,['Shawn Mendes'],13,300973,False,0.355,0.613,0.616,0.0,0.099,-6.33,0.39,78.99600000000002,0.102,57,pop,Understand
spotify:track:66P8MvPsqu5sN0UgzLYZrf,Shawn Mendes,Illuminate (Deluxe),Hold On,['Shawn Mendes'],14,199546,False,0.745,0.56,0.275,0.0,0.16399999999999998,-8.599,0.0354,132.51,0.388,59,pop,Hold On
spotify:track:4uzUuDjoufcBXYZ27CsLIF,Shawn Mendes,Illuminate (Deluxe),Roses,['Shawn Mendes'],15,232200,False,0.4,0.611,0.489,0.0,0.117,-6.771,0.0343,78.145,0.267,65,pop,Roses
spotify:track:0uZnF1sn2IcNCvnyAIKNMQ,Shawn Mendes,Illuminate (Deluxe),Mercy - Acoustic,['Shawn Mendes'],16,219160,False,0.7120000000000001,0.458,0.34700000000000003,0.0,0.11,-6.651,0.0381,78.928,0.431,64,pop,Mercy - Acoustic
spotify:track:5d967hRg6jQtfyRQTt9iKl,Shawn Mendes,Handwritten (Revisited),Life Of The Party,['Shawn Mendes'],1,214533,False,0.0663,0.667,0.614,0.0,0.111,-4.995,0.0314,113.979,0.161,48,pop,Life Of The Party
spotify:track:5t4B1kAlCD13YY9poph0Mg,Shawn Mendes,Handwritten (Revisited),Stitches,['Shawn Mendes'],2,206880,False,0.0153,0.593,0.754,0.0,0.0486,-6.681,0.108,73.184,0.758,56,pop,Stitches
spotify:track:58zNxctExLN2X6xDH0crtC,Shawn Mendes,Handwritten (Revisited),Never Be Alone,['Shawn Mendes'],3,215800,False,0.517,0.363,0.466,5.8e-05,0.0781,-6.9270000000000005,0.0352,199.687,0.275,48,pop,Never Be Alone
spotify:track:7wL9tfGakhVgU127hcvYlc,Shawn Mendes,Handwritten (Revisited),Kid In Love - Live,['Shawn Mendes'],4,258160,False,0.247,0.264,0.8420000000000001,0.0,0.897,-4.738,0.0527,84.35,0.508,38,pop,Kid In Love - Live
spotify:track:04AyV8JL9VTibgsba9N2b6,Shawn Mendes,Handwritten (Revisited),I Don't Even Know Your Name - Live,['Shawn Mendes'],5,217320,False,0.274,0.424,0.792,0.0,0.918,-4.508,0.051,84.932,0.618,37,pop,I Don't Even Know Your Name - Live
spotify:track:3oXhdrlwJwkx7T4RBIv3nr,Shawn Mendes,Handwritten (Revisited),Something Big,['Shawn Mendes'],6,161346,False,0.00606,0.705,0.8390000000000001,0.0,0.146,-3.914,0.0403,111.989,0.8270000000000001,45,pop,Something Big
spotify:track:3Ov1JEPIjyHHuLrfHKxB1R,Shawn Mendes,Handwritten (Revisited),Strings - Live,['Shawn Mendes'],7,225053,False,0.196,0.257,0.741,0.0,0.934,-5.042,0.0593,80.392,0.481,37,pop,Strings - Live
spotify:track:0bC00iYwmrqL2FMfp8dRCd,Shawn Mendes,Handwritten (Revisited),Aftertaste - Live,['Shawn Mendes'],8,158600,False,0.132,0.389,0.601,0.0,0.616,-6.277,0.041,116.221,0.51,37,pop,Aftertaste - Live
spotify:track:4mVcYQgJENVAzl8FLrK8Mt,Shawn Mendes,Handwritten (Revisited),Air,"['Shawn Mendes', 'Astrid S']",9,194160,False,0.241,0.725,0.494,0.0,0.191,-7.007999999999999,0.0675,155.998,0.34,40,pop,Air
spotify:track:23cEvXmgcXb6XKMmmeuK0G,Shawn Mendes,Handwritten (Revisited),Crazy,['Shawn Mendes'],10,192133,False,0.628,0.435,0.29,0.0,0.111,-8.835,0.0369,156.425,0.292,39,pop,Crazy
spotify:track:49ddt3ZdZojdwwP6f5OvsY,Shawn Mendes,Handwritten (Revisited),A Little Too Much - Live,['Shawn Mendes'],11,189826,False,0.277,0.453,0.524,0.0,0.944,-7.512,0.0316,80.282,0.5670000000000001,38,pop,A Little Too Much - Live
spotify:track:6uS74hRGhCtRTRDDEjoveo,Shawn Mendes,Handwritten (Revisited),This Is What It Takes,['Shawn Mendes'],12,230400,False,0.407,0.407,0.321,0.0,0.115,-6.709,0.0347,80.96,0.339,41,pop,This Is What It Takes
spotify:track:7M9t7BCy51ITF8IMyiemzk,Shawn Mendes,Handwritten (Revisited),I Know What You Did Last Summer,"['Shawn Mendes', 'Camila Cabello']",13,223826,False,0.106,0.682,0.767,0.0,0.163,-4.628,0.102,113.842,0.722,53,pop,I Know What You Did Last Summer
spotify:track:4hTpxQ2ddv12Owtz2GnOAz,Shawn Mendes,Handwritten (Revisited),Act Like You Love Me,['Shawn Mendes'],14,205306,False,0.691,0.434,0.398,0.0,0.0991,-7.789,0.0507,167.662,0.298,60,pop,Act Like You Love Me
spotify:track:2ePgwid1o7NKDpUmNGC69b,Shawn Mendes,Handwritten (Revisited),Running Low,['Shawn Mendes'],15,274586,False,0.7090000000000001,0.599,0.297,3.41e-06,0.108,-9.188,0.0301,122.32,0.142,64,pop,Running Low
spotify:track:7ekZl2me2Fjn6ywN16cvFK,Shawn Mendes,Handwritten (Revisited),Memories,['Shawn Mendes'],16,232520,False,0.8009999999999999,0.495,0.158,0.0,0.268,-8.981,0.0289,107.939,0.306,64,pop,Memories
spotify:track:5jOoj7wU7fMKngSlo4P9RL,ZAYN,Icarus Falls,Let Me,['ZAYN'],1,185373,False,0.239,0.46,0.5660000000000001,5.93e-06,0.0967,-5.6370000000000005,0.0516,168.419,0.19,37,pop,Let Me
spotify:track:2JmltWWwKlEc8GQljSr9Gd,ZAYN,Icarus Falls,Natural,['ZAYN'],2,193186,False,0.608,0.655,0.482,1.57e-05,0.314,-5.978,0.0726,99.596,0.275,15,pop,Natural
spotify:track:7EzwENgVhyziTP7tdMAzYF,ZAYN,Icarus Falls,Back To Life,['ZAYN'],3,195466,False,0.358,0.648,0.513,0.0,0.0973,-6.089,0.0389,92.079,0.506,13,pop,Back To Life
spotify:track:6eAFrt3Rxv8tXgl9AWpIj5,ZAYN,Icarus Falls,Common,['ZAYN'],4,232520,False,0.201,0.633,0.476,0.0,0.0913,-5.856,0.05,134.974,0.218,18,pop,Common
spotify:track:42BVO7pxzd5YF36ugljnZW,ZAYN,Icarus Falls,Imprint,['ZAYN'],5,190120,False,0.7290000000000001,0.684,0.377,1.57e-06,0.145,-8.568999999999999,0.113,139.888,0.408,11,pop,Imprint
spotify:track:3smkEhEoRl3jCoFnN54tBV,ZAYN,Icarus Falls,Stand Still,['ZAYN'],6,198480,False,0.5820000000000001,0.6609999999999999,0.373,0.0746,0.099,-10.768,0.0585,98.012,0.177,10,pop,Stand Still
spotify:track:6vgpTzZ2bFi9uSyqaQDEMF,ZAYN,Icarus Falls,Tonight,['ZAYN'],7,220720,False,0.128,0.644,0.584,0.0,0.14800000000000002,-5.224,0.0359,121.828,0.485,12,pop,Tonight
spotify:track:01CrZj0rDYIqlNNfVzBpwf,ZAYN,Icarus Falls,Flight Of The Stars,['ZAYN'],8,200546,False,0.643,0.768,0.329,3.87e-05,0.234,-11.956,0.0903,96.009,0.35,11,pop,Flight Of The Stars
spotify:track:0pOqZf0g6bowN6nAWUuzKj,ZAYN,Icarus Falls,If I Got You,['ZAYN'],9,199906,False,0.34,0.547,0.54,0.0,0.318,-6.684,0.0691,169.487,0.199,11,pop,If I Got You
spotify:track:0N8dCVr3Egy0dV9LktmrGT,ZAYN,Icarus Falls,Talk To Me,['ZAYN'],10,180426,False,0.112,0.536,0.495,0.0,0.234,-8.08,0.142,101.123,0.433,11,pop,Talk To Me
spotify:track:40eISiXi4QCcczldH5u0n1,ZAYN,Icarus Falls,There You Are,['ZAYN'],11,199600,False,0.0257,0.452,0.685,0.0,0.11,-4.828,0.0385,76.986,0.305,41,pop,There You Are
spotify:track:4jnNY42BqtwNBn0G39dJbr,ZAYN,Icarus Falls,I Don't Mind,['ZAYN'],12,205413,True,0.379,0.684,0.516,0.0,0.0818,-9.198,0.114,82.962,0.454,11,pop,I Don't Mind
spotify:track:0SQs6lGmL5mshD1elzWd8I,ZAYN,Icarus Falls,Icarus Interlude,['ZAYN'],13,241653,False,0.83,0.625,0.198,0.183,0.112,-15.094,0.0342,106.448,0.0701,8,pop,Icarus Interlude
spotify:track:2gVOhnMkK8XngKgf0YdlXQ,ZAYN,Icarus Falls,Dusk Till Dawn,"['ZAYN', 'Sia']",14,267281,False,0.0755,0.247,0.472,2.15e-06,0.112,-6.39,0.0382,179.93900000000005,0.115,14,pop,Dusk Till Dawn (feat. Sia)
spotify:track:55D9LULf8VfPkc649wd16i,ZAYN,Icarus Falls,Good Guy,['ZAYN'],15,154800,False,0.693,0.6409999999999999,0.452,0.0079,0.159,-12.108,0.0873,93.018,0.316,8,pop,Good Guy
