uri,artist,album,name,artists,track_number,duration_ms,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre,long_name
spotify:track:2neyhqdDpRH7LV08C39TFJ,Justin,Believe (Deluxe Edition),One Love,['Justin Bieber'],11,234493,False,0.0027600000000000003,0.688,0.612,0.0,0.0942,-7.558,0.0324,127.916,0.228,50,pop,One Love
spotify:track:0nxvFG50rGXkiGQqOO2MHr,Justin,Believe (Deluxe Edition),Be Alright,['Justin Bieber'],12,189653,False,0.5870000000000001,0.8029999999999999,0.35600000000000004,0.0,0.16,-9.026,0.0326,106.952,0.738,61,pop,Be Alright
spotify:track:1AruWZmSy4RerslWBkH8OY,Justin,Believe (Deluxe Edition),Believe,['Justin Bieber'],13,222560,False,0.14300000000000002,0.519,0.8540000000000001,0.0,0.171,-5.71,0.113,159.805,0.508,50,pop,Believe
spotify:track:0b1L4GuHRY7jLzcMdek3fP,Justin,Believe (Deluxe Edition),Out Of Town Girl,['Justin Bieber'],14,213560,False,0.126,0.594,0.879,6.32e-06,0.151,-5.586,0.0715,80.994,0.799,46,pop,Out Of Town Girl
spotify:track:2Z3y6552thvY2jKNHHMtXj,Justin,Believe (Deluxe Edition),She Don't Like The Lights,['Justin Bieber'],15,239866,False,0.00579,0.575,0.8959999999999999,0.00217,0.318,-4.6,0.103,123.938,0.44,46,pop,She Don't Like The Lights
spotify:track:7E1dQbOk1qcx9gEPUMBKsk,Justin,Believe (Deluxe Edition),Maria,['Justin Bieber'],16,248293,False,0.01,0.825,0.6890000000000001,1.3699999999999998e-05,0.19,-6.792999999999998,0.0413,111.003,0.3,51,pop,Maria
spotify:track:55DEnUKIReTBcrjAmAa9Tw,Justin,Believe (Deluxe Edition),Fairytale,"['Justin Bieber', 'Jaden']",17,193186,False,0.0271,0.5479999999999999,0.805,0.601,0.11,-9.294,0.0754,171.95,0.8140000000000001,42,pop,Fairytale
spotify:track:5GYbkDveRD2I8M5ZJ14hWn,Justin,Never Say Never - The Remixes,Never Say Never,"['Justin Bieber', 'Jaden']",1,227853,False,0.0181,0.7390000000000001,0.807,0.0,0.295,-5.063,0.0647,97.048,0.633,69,pop,Never Say Never
spotify:track:42wmRq3kfUUuyszlkWQbPS,Justin,Never Say Never - The Remixes,That Should Be Me,"['Justin Bieber', 'Rascal Flatts']",2,230786,False,0.0309,0.466,0.631,0.0,0.0596,-6.7620000000000005,0.0318,139.96,0.3,55,pop,That Should Be Me
spotify:track:7IUl5c6u18rzmyQOblj10T,Justin,Never Say Never - The Remixes,Somebody To Love Remix,"['Justin Bieber', 'Usher']",3,220160,False,0.00388,0.7040000000000001,0.836,0.0,0.16,-4.619,0.0283,129.989,0.5529999999999999,54,pop,Somebody To Love Remix
spotify:track:0NLaJkNWZARgae0ojQOOvi,Justin,Never Say Never - The Remixes,Up,"['Justin Bieber', 'Chris Brown']",4,235626,False,0.123,0.633,0.71,0.0,0.1,-4.258,0.0451,62.996,0.62,55,pop,Up
spotify:track:5h4Z1fyzlAZhGPRaQz7ima,Justin,Never Say Never - The Remixes,Overboard,"['Justin Bieber', 'Miley Cyrus']",5,307880,False,0.425,0.35700000000000004,0.884,0.0,0.7909999999999999,-4.481,0.0699,173.97299999999996,0.384,23,pop,Overboard (Live)
spotify:track:0esMJjir6P5YsfQinJANmm,Justin,Never Say Never - The Remixes,Runaway Love - Kanye West Remix,"['Justin Bieber', 'Raekwon']",6,287333,False,0.14,0.742,0.742,0.0,0.0729,-4.364,0.0929,104.019,0.8190000000000001,40,pop,Runaway Love - Kanye West Remix
spotify:track:1gWnUzwTMhOv4cWyj1CDxB,Justin,Never Say Never - The Remixes,Born To Be Somebody,['Justin Bieber'],7,181026,False,0.194,0.674,0.612,0.0,0.0493,-5.237,0.0293,117.93,0.31,49,pop,Born To Be Somebody
spotify:track:5IOAWwc1ztwaXBSMR7FbZc,Justin,Under The Mistletoe (Deluxe Edition),Only Thing I Ever Get For Christmas,['Justin Bieber'],1,192160,False,0.217,0.478,0.63,0.0,0.111,-8.032,0.0518,84.822,0.324,14,pop,Only Thing I Ever Get For Christmas
spotify:track:4NVCbTM616gB2f1H8AJ8bZ,Justin,Under The Mistletoe (Deluxe Edition),Mistletoe,['Justin Bieber'],2,182946,False,0.498,0.6579999999999999,0.56,0.0,0.0794,-9.049,0.0467,161.994,0.8540000000000001,38,pop,Mistletoe
spotify:track:7MqkVE9JossJoMFHIuSOCi,Justin,Under The Mistletoe (Deluxe Edition),The Christmas Song,"['Justin Bieber', 'Usher']",3,215160,False,0.45,0.265,0.436,0.0,0.102,-9.542,0.0411,69.047,0.159,23,pop,The Christmas Song (Chestnuts Roasting On An Open Fire)
spotify:track:6lwmBjChWB3uG5WHEKWl1y,Justin,Under The Mistletoe (Deluxe Edition),Santa Claus Is Coming To Town,['Justin Bieber'],4,216746,False,0.0272,0.647,0.758,0.0,0.292,-6.584,0.0599,104.969,0.838,22,pop,Santa Claus Is Coming To Town
spotify:track:7vnwaMNbdpuiiKZAh1P5eg,Justin,Under The Mistletoe (Deluxe Edition),Fa La La,"['Justin Bieber', 'Boyz II Men']",5,185560,False,0.0207,0.657,0.679,3.15e-06,0.198,-8.606,0.0361,94.493,0.416,15,pop,Fa La La
spotify:track:3lgR3kt6Dn3EkBRIauIeDN,Justin,Under The Mistletoe (Deluxe Edition),All I Want For Christmas Is You,"['Justin Bieber', 'Mariah Carey']",6,240333,False,0.306,0.5760000000000001,0.911,0.0,0.434,-5.318,0.064,149.998,0.401,29,pop,All I Want For Christmas Is You (SuperFestive!)
spotify:track:3GJ2bhddOIdco8Zui2gexw,Justin,Under The Mistletoe (Deluxe Edition),Drummer Boy,"['Justin Bieber', 'Busta Rhymes']",7,225333,False,0.0248,0.7509999999999999,0.848,0.000127,0.149,-8.32,0.0823,122.99,0.479,12,pop,Drummer Boy
spotify:track:0GUL175uzNODnVxeR7X4WK,Justin,Under The Mistletoe (Deluxe Edition),Christmas Eve,['Justin Bieber'],8,223613,False,0.6890000000000001,0.411,0.57,0.0,0.173,-10.54,0.0707,127.827,0.335,13,pop,Christmas Eve
spotify:track:3oTWQckP99aHKeX0RFZY1w,Justin,Under The Mistletoe (Deluxe Edition),All I Want Is You,['Justin Bieber'],9,216386,False,0.0461,0.564,0.823,0.0,0.109,-8.651,0.0405,149.005,0.482,11,pop,All I Want Is You
spotify:track:1iBhYcS6euD9CHn4oQeHtR,Justin,Under The Mistletoe (Deluxe Edition),Home This Christmas,"['Justin Bieber', 'The Band Perry']",10,204400,False,0.271,0.539,0.628,0.0,0.112,-6.502000000000002,0.0312,140.024,0.493,10,pop,Home This Christmas
spotify:track:2j32SqIGJywIcFBxWkjyv1,Justin,Under The Mistletoe (Deluxe Edition),Silent Night,['Justin Bieber'],11,169066,False,0.958,0.28600000000000003,0.0346,0.0,0.115,-18.395,0.0404,77.38600000000002,0.172,10,pop,Silent Night
spotify:track:5dhFRwbssGi0GOgx5A1kLx,Justin,Under The Mistletoe (Deluxe Edition),Christmas Love,['Justin Bieber'],12,206800,False,0.521,0.638,0.516,0.0,0.317,-8.575,0.0289,100.02,0.42,20,pop,Christmas Love
spotify:track:5NQFQWqTaANu0qKXXPyo1O,Justin,Under The Mistletoe (Deluxe Edition),Fa La La -,"['Justin Bieber', 'Boyz II Men']",13,175200,False,0.847,0.61,0.207,0.0,0.152,-11.877,0.0319,94.525,0.687,8,pop,Fa La La - (a cappella)
spotify:track:0jpCE7cD3tOOpMXCLhYrnH,Justin,Under The Mistletoe (Deluxe Edition),Pray,['Justin Bieber'],14,212333,False,0.133,0.568,0.7959999999999999,1.98e-06,0.103,-7.677,0.0521,163.96599999999995,0.619,14,pop,Pray
spotify:track:7IrBrdv4RPq3rmDfscUpl9,Justin,Under The Mistletoe (Deluxe Edition),Someday At Christmas,['Justin Bieber'],15,173040,False,0.439,0.523,0.465,0.0,0.22,-8.568999999999999,0.0328,100.668,0.263,19,pop,Someday At Christmas
spotify:track:6uDM0gLSFu3fHPvLPgoUJ0,Justin,Under The Mistletoe (Deluxe Edition),All I Want Is You - Acoustic,['Justin Bieber'],16,218093,False,0.67,0.504,0.481,0.0,0.163,-10.775,0.0329,148.91,0.581,8,pop,All I Want Is You - Acoustic
spotify:track:6epn3r7S14KUqlReYr77hA,Justin,My World 2.0,Baby,"['Justin Bieber', 'Ludacris']",1,214240,False,0.0401,0.728,0.86,0.0,0.111,-5.237,0.13699999999999998,65.043,0.535,75,pop,Baby
spotify:track:3rLIv187BhjyweFe89SgLn,Justin,My World 2.0,Somebody To Love,['Justin Bieber'],2,220920,False,0.00248,0.7140000000000001,0.8340000000000001,0.0,0.298,-5.239,0.0259,129.971,0.652,67,pop,Somebody To Love
spotify:track:1DyV9obL0pPibOjW5ufg15,Justin,My World 2.0,Stuck In The Moment,['Justin Bieber'],3,222960,False,0.165,0.7190000000000001,0.698,0.0,0.133,-6.353,0.0559,89.976,0.362,62,pop,Stuck In The Moment
spotify:track:6Xw2FLih8m5ItDbyP992HH,Justin,My World 2.0,U Smile,['Justin Bieber'],4,196906,False,0.504,0.705,0.59,0.0,0.116,-5.308,0.0284,112.563,0.421,63,pop,U Smile
spotify:track:1xgN9KBVVoTNygpYjpXnvH,Justin,My World 2.0,Runaway Love,['Justin Bieber'],5,212573,False,0.0825,0.754,0.65,0.0,0.177,-6.046,0.0316,104.027,0.923,51,pop,Runaway Love
spotify:track:01BlGnXpLuC0BjgUxVYZFb,Justin,My World 2.0,Never Let You Go,['Justin Bieber'],6,264400,False,0.00136,0.662,0.8109999999999999,1.23e-06,0.251,-4.852,0.0357,103.153,0.674,56,pop,Never Let You Go
spotify:track:1tzkJMX3gNjnpcHdLD0pM3,Justin,My World 2.0,Overboard,"['Justin Bieber', 'Jessica Jarrell']",7,251186,False,0.183,0.48,0.7879999999999999,0.0,0.146,-5.2120000000000015,0.0541,173.96599999999995,0.462,62,pop,Overboard
spotify:track:75vEuMA15pb8JmgrGugHEs,Justin,My World 2.0,Eenie Meenie,"['Justin Bieber', 'Sean Kingston']",8,202626,False,0.0525,0.718,0.588,0.0,0.0991,-4.192,0.0318,121.22,0.812,4,pop,Eenie Meenie
spotify:track:7wj1Lb5ggzMWJ9TqZJ2dwo,Justin,My World 2.0,Up,['Justin Bieber'],9,234933,False,0.0825,0.711,0.7170000000000001,0.0,0.09,-4.317,0.0395,125.95,0.5870000000000001,52,pop,Up
spotify:track:0aPZbnkMoWJaJ5CNVLCj8S,Justin,My World 2.0,That Should Be Me,['Justin Bieber'],10,232720,False,0.201,0.545,0.602,0.0,0.151,-5.71,0.0341,139.89,0.227,69,pop,That Should Be Me
spotify:track:0rQtoQXQfwpDW0c7Fw1NeM,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",!!!!!!!,['Billie Eilish'],1,13578,False,0.768,0.0,0.278,0.0,0.669,-21.63,0.0,0.0,0.0,20,pop,!!!!!!!
spotify:track:2Fxmhks0bxGSBdJ92vM42m,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,['Billie Eilish'],2,194087,False,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,0.562,94,pop,bad guy
spotify:track:4QIo4oxwzzafcBWkKjDpXY,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",xanny,['Billie Eilish'],3,243725,False,0.7509999999999999,0.521,0.125,0.00207,0.265,-17.832,0.239,111.554,0.0528,82,pop,xanny
spotify:track:3XF5xLJHOQQRbWya6hBp7d,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",you should see me in a crown,['Billie Eilish'],4,180952,False,0.462,0.6779999999999999,0.5329999999999999,0.219,0.139,-10.485,0.18600000000000005,150.455,0.32299999999999995,84,pop,you should see me in a crown
spotify:track:6IRdLKIyS4p7XNiP8r6rsx,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",all the good girls go to hell,['Billie Eilish'],5,168839,False,0.28300000000000003,0.726,0.444,0.14300000000000002,0.177,-8.922,0.3720000000000001,185.044,0.569,85,pop,all the good girls go to hell
spotify:track:3Fj47GNK2kUF0uaEDgXLaD,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",wish you were gay,['Billie Eilish'],6,221543,False,0.39,0.853,0.35100000000000003,9.38e-06,0.752,-10.198,0.241,118.028,0.282,84,pop,wish you were gay
spotify:track:43zdsphuZLzwA9k4DJhU0I,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,['Billie Eilish'],7,196077,False,0.978,0.3670000000000001,0.111,3.97e-05,0.0897,-14.084,0.0972,82.64200000000002,0.198,89,pop,when the party's over
spotify:track:6X29iaaazwho3ab7GNue5r,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",8,['Billie Eilish'],8,173201,False,0.698,0.735,0.235,0.00604,0.107,-13.239,0.315,62.44600000000001,0.462,80,pop,8
spotify:track:3Tc57t9l2O8FwQZtQOvPXK,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",my strange addiction,['Billie Eilish'],9,179889,False,0.35,0.939,0.305,0.000169,0.105,-10.952,0.354,100.029,0.563,81,pop,my strange addiction
spotify:track:4SSnFejRGlZikf02HLewEF,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bury a friend,['Billie Eilish'],10,193143,False,0.74,0.905,0.389,0.162,0.106,-14.505,0.332,120.046,0.196,86,pop,bury a friend
spotify:track:7qEKqBCD2vE5vIBsrUitpD,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",ilomilo,['Billie Eilish'],11,156370,False,0.7240000000000001,0.855,0.423,0.469,0.0896,-15.044,0.0585,120.02,0.5720000000000001,80,pop,ilomilo
spotify:track:0tMSssfxAL2oV8Vri0mFHE,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",listen before i go,['Billie Eilish'],12,242652,False,0.935,0.319,0.0561,0.00384,0.388,-23.023000000000003,0.045,79.764,0.08199999999999999,81,pop,listen before i go
spotify:track:6CcJMwBtXByIz4zQLzFkKc,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",i love you,['Billie Eilish'],13,291796,False,0.952,0.421,0.131,0.004529999999999999,0.109,-18.435,0.0382,137.446,0.12,84,pop,i love you
spotify:track:3LgWsmilsrWXiPYQFRD0T7,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",goodbye,['Billie Eilish'],14,119409,False,0.8370000000000001,0.153,0.138,0.55,0.254,-21.877,0.0503,74.318,0.0503,77,pop,goodbye
spotify:track:43rA71bccXFGD4C8GOpIlN,Taylor,Lover,I Forgot That You Existed,['Taylor Swift'],1,170640,False,0.298,0.664,0.316,2.03e-06,0.0812,-10.345,0.519,92.875,0.541,78,pop,I Forgot That You Existed
spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor,Lover,Cruel Summer,['Taylor Swift'],2,178426,False,0.117,0.552,0.7020000000000001,2.0600000000000006e-05,0.105,-5.707000000000002,0.157,169.99400000000003,0.564,77,pop,Cruel Summer
spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor,Lover,Lover,['Taylor Swift'],3,221306,False,0.4920000000000001,0.359,0.5429999999999999,1.58e-05,0.118,-7.582000000000002,0.0919,68.53399999999999,0.453,83,pop,Lover
spotify:track:3RauEVgRgj1IuWdJ9fDs70,Taylor,Lover,The Man,['Taylor Swift'],4,190360,False,0.0767,0.777,0.6579999999999999,0.0,0.0901,-5.191,0.054000000000000006,110.048,0.633,81,pop,The Man
spotify:track:3pHkh7d0lzM2AldUtz2x37,Taylor,Lover,The Archer,['Taylor Swift'],5,211240,False,0.12,0.292,0.574,0.00569,0.0663,-9.375,0.0401,124.344,0.166,75,pop,The Archer
spotify:track:2YWtcWi3a83pdEg3Gif4Pd,Taylor,Lover,I Think He Knows,['Taylor Swift'],6,173386,False,0.00889,0.897,0.366,0.000353,0.0715,-8.029,0.0569,100.003,0.416,73,pop,I Think He Knows
spotify:track:214nt20w5wOxJnY462klLw,Taylor,Lover,Miss Americana & The Heartbreak Prince,['Taylor Swift'],7,234146,False,0.028,0.662,0.747,0.00615,0.138,-6.926,0.0736,150.088,0.487,74,pop,Miss Americana & The Heartbreak Prince
spotify:track:4y5bvROuBDPr5fuwXbIBZR,Taylor,Lover,Paper Rings,['Taylor Swift'],8,222400,False,0.0129,0.8109999999999999,0.7190000000000001,1.36e-05,0.0742,-6.553,0.0497,103.979,0.865,74,pop,Paper Rings
spotify:track:12M5uqx0ZuwkpLp5rJim1a,Taylor,Lover,Cornelia Street,['Taylor Swift'],9,287266,False,0.7809999999999999,0.8240000000000001,0.624,0.000189,0.1,-9.728,0.0827,102.012,0.248,73,pop,Cornelia Street
spotify:track:2dgFqt3w9xIQRjhPtwNk3D,Taylor,Lover,Death By A Thousand Cuts,['Taylor Swift'],10,198533,False,0.454,0.7120000000000001,0.732,0.0,0.319,-6.754,0.0629,94.071,0.313,72,pop,Death By A Thousand Cuts
spotify:track:1LLXZFeAHK9R4xUramtUKw,Taylor,Lover,London Boy,['Taylor Swift'],11,190240,False,0.0246,0.695,0.71,0.000104,0.133,-6.6389999999999985,0.05,157.925,0.557,73,pop,London Boy
spotify:track:4AYtqFyFbX0Xkc2wtcygTr,Taylor,Lover,Soon You’ll Get Better,"['Taylor Swift', 'Dixie Chicks']",12,201586,False,0.907,0.433,0.182,0.0,0.123,-12.566,0.0641,207.476,0.421,69,pop,Soon You’ll Get Better (feat. Dixie Chicks)
spotify:track:5hQSXkFgbxjZo9uCwd11so,Taylor,Lover,False God,['Taylor Swift'],13,200306,False,0.736,0.7390000000000001,0.32,0.000147,0.111,-10.862,0.239,79.97,0.35100000000000003,71,pop,False God
spotify:track:6RRNNciQGZEXnqk8SQ9yv5,Taylor,Lover,You Need To Calm Down,['Taylor Swift'],14,171360,False,0.00929,0.7709999999999999,0.6709999999999999,0.0,0.0637,-5.617000000000001,0.0553,85.02600000000002,0.7140000000000001,85,pop,You Need To Calm Down
spotify:track:1SymEzIT3H8UZfibCs3TYi,Taylor,Lover,Afterglow,['Taylor Swift'],15,223293,False,0.13,0.7559999999999999,0.449,0.0,0.114,-8.746,0.0344,111.011,0.399,72,pop,Afterglow
spotify:track:2Rk4JlNc2TPmZe2af99d45,Taylor,Lover,ME!,"['Taylor Swift', 'Brendon Urie', 'Panic! At The Disco']",16,193000,False,0.033,0.61,0.83,0.0,0.118,-4.105,0.0571,182.162,0.728,83,pop,ME! (feat. Brendon Urie of Panic! At The Disco)
spotify:track:1SmiQ65iSAbPto6gPFlBYm,Taylor,Lover,It’s Nice To Have A Friend,['Taylor Swift'],17,150440,False,0.971,0.737,0.175,0.000337,0.171,-9.912,0.0401,70.008,0.545,68,pop,It’s Nice To Have A Friend
spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,Taylor,Lover,Daylight,['Taylor Swift'],18,293453,False,0.8079999999999999,0.557,0.496,0.000173,0.0772,-9.602,0.0563,149.983,0.265,70,pop,Daylight
spotify:track:2yLa0QULdQr0qAIvVwN6B5,Taylor,reputation,...Ready For It?,['Taylor Swift'],1,208186,False,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,69,pop,...Ready For It?
spotify:track:2x0WlnmfG39ZuDmstl9xfX,Taylor,reputation,End Game,"['Taylor Swift', 'Ed Sheeran', 'Future']",2,244826,False,0.00845,0.649,0.589,0.0,0.108,-6.237,0.0558,159.07299999999995,0.151,68,pop,End Game
spotify:track:4svZDCRz4cJoneBpjpx8DJ,Taylor,reputation,I Did Something Bad,['Taylor Swift'],3,238253,False,0.0679,0.696,0.602,2.11e-05,0.0696,-6.1560000000000015,0.159,82.98899999999998,0.305,67,pop,I Did Something Bad
spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor,reputation,Don’t Blame Me,['Taylor Swift'],4,236413,False,0.106,0.615,0.534,1.76e-05,0.0607,-6.7189999999999985,0.0386,135.917,0.193,66,pop,Don’t Blame Me
spotify:track:6NFyWDv5CjfwuzoCkw47Xf,Taylor,reputation,Delicate,['Taylor Swift'],5,232253,False,0.21600000000000005,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,0.0499,75,pop,Delicate
spotify:track:1P17dC1amhFzptugyAO7Il,Taylor,reputation,Look What You Made Me Do,['Taylor Swift'],6,211853,False,0.204,0.7659999999999999,0.7090000000000001,1.41e-05,0.126,-6.471,0.123,128.07,0.506,68,pop,Look What You Made Me Do
spotify:track:5PxFv9yJEg9dxvbZggykro,Taylor,reputation,So It Goes...,['Taylor Swift'],7,227906,False,0.122,0.574,0.61,1.1e-06,0.13,-7.282999999999999,0.0732,74.957,0.374,62,pop,So It Goes...
spotify:track:1ZY1PqizIl78geGM4xWlEA,Taylor,reputation,Gorgeous,['Taylor Swift'],8,209680,False,0.0713,0.8,0.535,9.48e-06,0.213,-6.684,0.135,92.027,0.451,66,pop,Gorgeous
spotify:track:0VE4kBnHJUgtMf0dy6DRmW,Taylor,reputation,Getaway Car,['Taylor Swift'],9,233626,False,0.00465,0.562,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,172.054,0.35100000000000003,68,pop,Getaway Car
spotify:track:7HuBDWi18s4aJM8UFnNheH,Taylor,reputation,King Of My Heart,['Taylor Swift'],10,214320,False,0.00882,0.675,0.703,2.21e-06,0.0391,-7.902,0.0382,110.01,0.314,64,pop,King Of My Heart
spotify:track:7I7JbDv63ZJJsSi24DyJrz,Taylor,reputation,Dancing With Our Hands Tied,['Taylor Swift'],11,211506,False,0.0604,0.624,0.691,1.1e-05,0.138,-6.686,0.196,160.024,0.284,63,pop,Dancing With Our Hands Tied
spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,Taylor,reputation,Dress,['Taylor Swift'],12,230373,False,0.0329,0.7190000000000001,0.469,0.0,0.16899999999999998,-8.792,0.0533,120.085,0.0851,64,pop,Dress
spotify:track:07NxDD1iKCHbAldceD7QLP,Taylor,reputation,This Is Why We Can't Have Nice Things,['Taylor Swift'],13,207133,False,0.0156,0.5670000000000001,0.789,0.0,0.382,-5.9860000000000015,0.115,163.96,0.438,63,pop,This Is Why We Can't Have Nice Things
spotify:track:1GwMQaZz6Au3QLDbjbMdme,Taylor,reputation,Call It What You Want,['Taylor Swift'],14,203506,False,0.18600000000000005,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,65,pop,Call It What You Want
spotify:track:7F5oktn5YOsR9eR5YsFtqb,Taylor,reputation,New Year’s Day,['Taylor Swift'],15,235466,False,0.921,0.6609999999999999,0.151,0.0,0.13,-12.864,0.0354,94.922,0.23,62,pop,New Year’s Day
spotify:track:53QJMb83ZdNSXApsEY3zjA,Taylor,1989 (Deluxe),Welcome To New York,['Taylor Swift'],1,212600,False,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,0.6579999999999999,21,pop,Welcome To New York
spotify:track:3ulIErpIehDSLfmQmUax5g,Taylor,1989 (Deluxe),Blank Space,['Taylor Swift'],2,231826,False,0.103,0.76,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,95.997,0.57,33,pop,Blank Space
spotify:track:4AVUqcPZB0AaRF0tCmyNiI,Taylor,1989 (Deluxe),Style,['Taylor Swift'],3,231000,False,0.00245,0.588,0.7909999999999999,0.0025800000000000003,0.118,-5.595,0.0402,94.933,0.487,22,pop,Style
spotify:track:6EXPzO8yKpdZdqxkg7Cj5s,Taylor,1989 (Deluxe),Out Of The Woods,['Taylor Swift'],4,235800,False,0.000743,0.5529999999999999,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,0.338,20,pop,Out Of The Woods
spotify:track:3OPEx1SY3wkDCKLeQ56tyN,Taylor,1989 (Deluxe),All You Had To Do Was Stay,['Taylor Swift'],5,193293,False,0.00201,0.605,0.725,2.02e-05,0.101,-5.729,0.0323,96.97,0.539,19,pop,All You Had To Do Was Stay
spotify:track:7rqMFBawnvxyyj3nA1iaUV,Taylor,1989 (Deluxe),Shake It Off,['Taylor Swift'],6,219200,False,0.0647,0.647,0.8,0.0,0.334,-5.384,0.165,160.078,0.942,33,pop,Shake It Off
spotify:track:6jtyKhIG6rNbRcQQ5Pba3s,Taylor,1989 (Deluxe),I Wish You Would,['Taylor Swift'],7,207440,False,0.0158,0.653,0.893,4.95e-05,0.102,-5.966,0.0538,118.035,0.513,18,pop,I Wish You Would
spotify:track:0BThmcV5jOQywT3aEX84zA,Taylor,1989 (Deluxe),Bad Blood,['Taylor Swift'],8,211933,False,0.0885,0.6459999999999999,0.794,6.16e-06,0.201,-6.104,0.19,170.21599999999995,0.287,31,pop,Bad Blood
spotify:track:19xxRin5GXKV8e2zp9cnql,Taylor,1989 (Deluxe),Wildest Dreams,['Taylor Swift'],9,220440,False,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,20,pop,Wildest Dreams
spotify:track:0EZGm0wWm436S7t82JnIru,Taylor,1989 (Deluxe),How You Get The Girl,['Taylor Swift'],10,247533,False,0.00364,0.765,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,119.997,0.545,18,pop,How You Get The Girl
spotify:track:1ywjtMNVGNvyGfEk8AmaOm,Taylor,1989 (Deluxe),This Love,['Taylor Swift'],11,250093,False,0.6779999999999999,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,17,pop,This Love
spotify:track:5uPp8esLKE5c0YUiALBB2U,Taylor,1989 (Deluxe),I Know Places,['Taylor Swift'],12,195706,False,0.245,0.602,0.755,0.0,0.17800000000000002,-4.9910000000000005,0.071,159.965,0.495,16,pop,I Know Places
spotify:track:69eYqG5XzoqgsH12eEyVL1,Taylor,1989 (Deluxe),Clean,['Taylor Swift'],13,271000,False,0.232,0.815,0.377,0.0,0.1,-7.754,0.0346,103.97,0.211,17,pop,Clean
spotify:track:0kNSWs0FONDMVNe1NWbwCK,Taylor,1989 (Deluxe),Wonderland,['Taylor Swift'],14,245560,False,0.0493,0.422,0.6920000000000001,2.57e-05,0.177,-5.447,0.0549,184.014,0.197,21,pop,Wonderland
spotify:track:36Z0aDiYjvEE2Z1rdUcKG7,Taylor,1989 (Deluxe),You Are In Love,['Taylor Swift'],15,267106,False,0.7070000000000001,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,0.319,23,pop,You Are In Love
spotify:track:7ARgHV20qAFcy1UoNcaCB0,Taylor,1989 (Deluxe),New Romantics,['Taylor Swift'],16,230466,False,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,0.584,37,pop,New Romantics
spotify:track:6maLH65ZFDDcGnXYTe9dkX,Taylor,1989 (Deluxe),I Know Places - Voice Memo,['Taylor Swift'],17,216333,False,0.8290000000000001,0.5920000000000001,0.128,0.0,0.527,-17.932000000000006,0.589,78.828,0.15,0,pop,I Know Places - Voice Memo
spotify:track:6pgQBu5fmP0u7A9yAMQpCb,Taylor,1989 (Deluxe),I Wish You Would - Voice Memo,['Taylor Swift'],18,107133,False,0.7170000000000001,0.7809999999999999,0.35700000000000004,0.0,0.185,-16.394000000000002,0.912,118.317,0.645,0,pop,I Wish You Would - Voice Memo
spotify:track:7hQYo8yxPIo92K4uAkedb3,Taylor,1989 (Deluxe),Blank Space - Voice Memo,['Taylor Swift'],19,131186,False,0.8009999999999999,0.675,0.234,0.0,0.657,-15.064,0.721,127.296,0.578,0,pop,Blank Space - Voice Memo
