,uri,artist,album,name,duration_s,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre
266,spotify:track:2j32SqIGJywIcFBxWkjyv1,Justin,Under The Mistletoe (Deluxe Edition),Silent Night,169.066,False,0.958,0.28600000000000003,0.0346,0.0,0.115,-18.395,0.0404,77.38600000000002,0.172,10,pop
267,spotify:track:5dhFRwbssGi0GOgx5A1kLx,Justin,Under The Mistletoe (Deluxe Edition),Christmas Love,206.8,False,0.521,0.638,0.516,0.0,0.317,-8.575,0.0289,100.02,0.42,20,pop
268,spotify:track:5NQFQWqTaANu0qKXXPyo1O,Justin,Under The Mistletoe (Deluxe Edition),Fa La La -,175.2,False,0.847,0.61,0.207,0.0,0.152,-11.877,0.0319,94.525,0.687,8,pop
269,spotify:track:0jpCE7cD3tOOpMXCLhYrnH,Justin,Under The Mistletoe (Deluxe Edition),Pray,212.333,False,0.133,0.568,0.7959999999999999,1.98e-06,0.103,-7.677,0.0521,163.96599999999995,0.619,14,pop
270,spotify:track:7IrBrdv4RPq3rmDfscUpl9,Justin,Under The Mistletoe (Deluxe Edition),Someday At Christmas,173.04,False,0.439,0.523,0.465,0.0,0.22,-8.568999999999999,0.0328,100.668,0.263,19,pop
271,spotify:track:6uDM0gLSFu3fHPvLPgoUJ0,Justin,Under The Mistletoe (Deluxe Edition),All I Want Is You - Acoustic,218.093,False,0.67,0.504,0.481,0.0,0.163,-10.775,0.0329,148.91,0.581,8,pop
272,spotify:track:6epn3r7S14KUqlReYr77hA,Justin,My World 2.0,Baby,214.24,False,0.0401,0.728,0.86,0.0,0.111,-5.237,0.13699999999999998,65.043,0.535,75,pop
273,spotify:track:3rLIv187BhjyweFe89SgLn,Justin,My World 2.0,Somebody To Love,220.92,False,0.00248,0.7140000000000001,0.8340000000000001,0.0,0.298,-5.239,0.0259,129.971,0.652,67,pop
274,spotify:track:1DyV9obL0pPibOjW5ufg15,Justin,My World 2.0,Stuck In The Moment,222.96,False,0.165,0.7190000000000001,0.698,0.0,0.133,-6.353,0.0559,89.976,0.362,62,pop
275,spotify:track:6Xw2FLih8m5ItDbyP992HH,Justin,My World 2.0,U Smile,196.906,False,0.504,0.705,0.59,0.0,0.116,-5.308,0.0284,112.563,0.421,63,pop
276,spotify:track:1xgN9KBVVoTNygpYjpXnvH,Justin,My World 2.0,Runaway Love,212.573,False,0.0825,0.754,0.65,0.0,0.177,-6.046,0.0316,104.027,0.923,51,pop
277,spotify:track:01BlGnXpLuC0BjgUxVYZFb,Justin,My World 2.0,Never Let You Go,264.4,False,0.00136,0.662,0.8109999999999999,1.23e-06,0.251,-4.852,0.0357,103.153,0.674,56,pop
278,spotify:track:1tzkJMX3gNjnpcHdLD0pM3,Justin,My World 2.0,Overboard,251.186,False,0.183,0.48,0.7879999999999999,0.0,0.146,-5.2120000000000015,0.0541,173.96599999999995,0.462,62,pop
279,spotify:track:75vEuMA15pb8JmgrGugHEs,Justin,My World 2.0,Eenie Meenie,202.626,False,0.0525,0.718,0.588,0.0,0.0991,-4.192,0.0318,121.22,0.812,4,pop
280,spotify:track:7wj1Lb5ggzMWJ9TqZJ2dwo,Justin,My World 2.0,Up,234.933,False,0.0825,0.711,0.7170000000000001,0.0,0.09,-4.317,0.0395,125.95,0.5870000000000001,52,pop
281,spotify:track:0aPZbnkMoWJaJ5CNVLCj8S,Justin,My World 2.0,That Should Be Me,232.72,False,0.201,0.545,0.602,0.0,0.151,-5.71,0.0341,139.89,0.227,69,pop
282,spotify:track:0rQtoQXQfwpDW0c7Fw1NeM,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",!!!!!!!,13.578,False,0.768,0.0,0.278,0.0,0.669,-21.63,0.0,0.0,0.0,20,pop
283,spotify:track:2Fxmhks0bxGSBdJ92vM42m,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bad guy,194.087,False,0.328,0.701,0.425,0.13,0.1,-10.965,0.375,135.128,0.562,94,pop
284,spotify:track:4QIo4oxwzzafcBWkKjDpXY,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",xanny,243.725,False,0.7509999999999999,0.521,0.125,0.00207,0.265,-17.832,0.239,111.554,0.0528,82,pop
285,spotify:track:3XF5xLJHOQQRbWya6hBp7d,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",you should see me in a crown,180.952,False,0.462,0.6779999999999999,0.5329999999999999,0.219,0.139,-10.485,0.18600000000000005,150.455,0.32299999999999995,84,pop
286,spotify:track:6IRdLKIyS4p7XNiP8r6rsx,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",all the good girls go to hell,168.839,False,0.28300000000000003,0.726,0.444,0.14300000000000002,0.177,-8.922,0.3720000000000001,185.044,0.569,85,pop
287,spotify:track:3Fj47GNK2kUF0uaEDgXLaD,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",wish you were gay,221.543,False,0.39,0.853,0.35100000000000003,9.38e-06,0.752,-10.198,0.241,118.028,0.282,84,pop
288,spotify:track:43zdsphuZLzwA9k4DJhU0I,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",when the party's over,196.077,False,0.978,0.3670000000000001,0.111,3.97e-05,0.0897,-14.084,0.0972,82.64200000000002,0.198,89,pop
289,spotify:track:6X29iaaazwho3ab7GNue5r,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",8,173.201,False,0.698,0.735,0.235,0.00604,0.107,-13.239,0.315,62.44600000000001,0.462,80,pop
290,spotify:track:3Tc57t9l2O8FwQZtQOvPXK,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",my strange addiction,179.889,False,0.35,0.939,0.305,0.000169,0.105,-10.952,0.354,100.029,0.563,81,pop
291,spotify:track:4SSnFejRGlZikf02HLewEF,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",bury a friend,193.143,False,0.74,0.905,0.389,0.162,0.106,-14.505,0.332,120.046,0.196,86,pop
292,spotify:track:7qEKqBCD2vE5vIBsrUitpD,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",ilomilo,156.37,False,0.7240000000000001,0.855,0.423,0.469,0.0896,-15.044,0.0585,120.02,0.5720000000000001,80,pop
293,spotify:track:0tMSssfxAL2oV8Vri0mFHE,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",listen before i go,242.652,False,0.935,0.319,0.0561,0.00384,0.388,-23.023000000000003,0.045,79.764,0.08199999999999999,81,pop
294,spotify:track:6CcJMwBtXByIz4zQLzFkKc,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",i love you,291.796,False,0.952,0.421,0.131,0.004529999999999999,0.109,-18.435,0.0382,137.446,0.12,84,pop
295,spotify:track:3LgWsmilsrWXiPYQFRD0T7,billie eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",goodbye,119.409,False,0.8370000000000001,0.153,0.138,0.55,0.254,-21.877,0.0503,74.318,0.0503,77,pop
296,spotify:track:43rA71bccXFGD4C8GOpIlN,Taylor,Lover,I Forgot That You Existed,170.64,False,0.298,0.664,0.316,2.03e-06,0.0812,-10.345,0.519,92.875,0.541,78,pop
297,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,Taylor,Lover,Cruel Summer,178.426,False,0.117,0.552,0.7020000000000001,2.0600000000000006e-05,0.105,-5.7070000000000025,0.157,169.99400000000003,0.564,77,pop
298,spotify:track:1dGr1c8CrMLDpV6mPbImSI,Taylor,Lover,Lover,221.306,False,0.4920000000000001,0.359,0.5429999999999999,1.58e-05,0.118,-7.582000000000002,0.0919,68.53399999999999,0.453,83,pop
299,spotify:track:3RauEVgRgj1IuWdJ9fDs70,Taylor,Lover,The Man,190.36,False,0.0767,0.777,0.6579999999999999,0.0,0.0901,-5.191,0.054000000000000006,110.048,0.633,81,pop
300,spotify:track:3pHkh7d0lzM2AldUtz2x37,Taylor,Lover,The Archer,211.24,False,0.12,0.292,0.574,0.00569,0.0663,-9.375,0.0401,124.344,0.166,75,pop
301,spotify:track:2YWtcWi3a83pdEg3Gif4Pd,Taylor,Lover,I Think He Knows,173.386,False,0.00889,0.897,0.366,0.000353,0.0715,-8.029,0.0569,100.003,0.416,73,pop
302,spotify:track:214nt20w5wOxJnY462klLw,Taylor,Lover,Miss Americana & The Heartbreak Prince,234.146,False,0.028,0.662,0.747,0.00615,0.138,-6.926,0.0736,150.088,0.487,74,pop
303,spotify:track:4y5bvROuBDPr5fuwXbIBZR,Taylor,Lover,Paper Rings,222.4,False,0.0129,0.8109999999999999,0.7190000000000001,1.36e-05,0.0742,-6.553,0.0497,103.979,0.865,74,pop
304,spotify:track:12M5uqx0ZuwkpLp5rJim1a,Taylor,Lover,Cornelia Street,287.266,False,0.7809999999999999,0.8240000000000001,0.624,0.000189,0.1,-9.728,0.0827,102.012,0.248,73,pop
305,spotify:track:2dgFqt3w9xIQRjhPtwNk3D,Taylor,Lover,Death By A Thousand Cuts,198.533,False,0.454,0.7120000000000001,0.732,0.0,0.319,-6.754,0.0629,94.071,0.313,72,pop
306,spotify:track:1LLXZFeAHK9R4xUramtUKw,Taylor,Lover,London Boy,190.24,False,0.0246,0.695,0.71,0.000104,0.133,-6.6389999999999985,0.05,157.925,0.557,73,pop
307,spotify:track:4AYtqFyFbX0Xkc2wtcygTr,Taylor,Lover,Soon You’ll Get Better,201.586,False,0.907,0.433,0.182,0.0,0.123,-12.566,0.0641,207.476,0.421,69,pop
308,spotify:track:5hQSXkFgbxjZo9uCwd11so,Taylor,Lover,False God,200.306,False,0.736,0.7390000000000001,0.32,0.000147,0.111,-10.862,0.239,79.97,0.35100000000000003,71,pop
309,spotify:track:6RRNNciQGZEXnqk8SQ9yv5,Taylor,Lover,You Need To Calm Down,171.36,False,0.00929,0.7709999999999999,0.6709999999999999,0.0,0.0637,-5.617000000000001,0.0553,85.02600000000002,0.7140000000000001,85,pop
310,spotify:track:1SymEzIT3H8UZfibCs3TYi,Taylor,Lover,Afterglow,223.293,False,0.13,0.7559999999999999,0.449,0.0,0.114,-8.746,0.0344,111.011,0.399,72,pop
311,spotify:track:2Rk4JlNc2TPmZe2af99d45,Taylor,Lover,ME!,193.0,False,0.033,0.61,0.83,0.0,0.118,-4.105,0.0571,182.162,0.728,83,pop
312,spotify:track:1SmiQ65iSAbPto6gPFlBYm,Taylor,Lover,It’s Nice To Have A Friend,150.44,False,0.971,0.737,0.175,0.000337,0.171,-9.912,0.0401,70.008,0.545,68,pop
313,spotify:track:1fzAuUVbzlhZ1lJAx9PtY6,Taylor,Lover,Daylight,293.453,False,0.8079999999999999,0.557,0.496,0.000173,0.0772,-9.602,0.0563,149.983,0.265,70,pop
314,spotify:track:2yLa0QULdQr0qAIvVwN6B5,Taylor,reputation,...Ready For It?,208.186,False,0.0527,0.613,0.764,0.0,0.197,-6.509,0.136,160.015,0.417,69,pop
315,spotify:track:2x0WlnmfG39ZuDmstl9xfX,Taylor,reputation,End Game,244.826,False,0.00845,0.649,0.589,0.0,0.108,-6.237,0.0558,159.07299999999995,0.151,68,pop
316,spotify:track:4svZDCRz4cJoneBpjpx8DJ,Taylor,reputation,I Did Something Bad,238.253,False,0.0679,0.696,0.602,2.11e-05,0.0696,-6.1560000000000015,0.159,82.98899999999998,0.305,67,pop
317,spotify:track:1R0a2iXumgCiFb7HEZ7gUE,Taylor,reputation,Don’t Blame Me,236.413,False,0.106,0.615,0.534,1.76e-05,0.0607,-6.7189999999999985,0.0386,135.917,0.193,66,pop
318,spotify:track:6NFyWDv5CjfwuzoCkw47Xf,Taylor,reputation,Delicate,232.253,False,0.21600000000000005,0.75,0.404,0.000357,0.0911,-10.178,0.0682,95.045,0.0499,75,pop
319,spotify:track:1P17dC1amhFzptugyAO7Il,Taylor,reputation,Look What You Made Me Do,211.853,False,0.204,0.7659999999999999,0.7090000000000001,1.41e-05,0.126,-6.471,0.123,128.07,0.506,68,pop
320,spotify:track:5PxFv9yJEg9dxvbZggykro,Taylor,reputation,So It Goes...,227.906,False,0.122,0.574,0.61,1.1e-06,0.13,-7.282999999999999,0.0732,74.957,0.374,62,pop
321,spotify:track:1ZY1PqizIl78geGM4xWlEA,Taylor,reputation,Gorgeous,209.68,False,0.0713,0.8,0.535,9.48e-06,0.213,-6.684,0.135,92.027,0.451,66,pop
322,spotify:track:0VE4kBnHJUgtMf0dy6DRmW,Taylor,reputation,Getaway Car,233.626,False,0.00465,0.562,0.6890000000000001,2.23e-06,0.0888,-6.745,0.127,172.054,0.35100000000000003,68,pop
323,spotify:track:7HuBDWi18s4aJM8UFnNheH,Taylor,reputation,King Of My Heart,214.32,False,0.00882,0.675,0.703,2.21e-06,0.0391,-7.902,0.0382,110.01,0.314,64,pop
324,spotify:track:7I7JbDv63ZJJsSi24DyJrz,Taylor,reputation,Dancing With Our Hands Tied,211.506,False,0.0604,0.624,0.691,1.1e-05,0.138,-6.686,0.196,160.024,0.284,63,pop
325,spotify:track:6oVxXO5oQ4pTpO8RSnkzvv,Taylor,reputation,Dress,230.373,False,0.0329,0.7190000000000001,0.469,0.0,0.16899999999999998,-8.792,0.0533,120.085,0.0851,64,pop
326,spotify:track:07NxDD1iKCHbAldceD7QLP,Taylor,reputation,This Is Why We Can't Have Nice Things,207.133,False,0.0156,0.5670000000000001,0.789,0.0,0.382,-5.9860000000000015,0.115,163.96,0.438,63,pop
327,spotify:track:1GwMQaZz6Au3QLDbjbMdme,Taylor,reputation,Call It What You Want,203.506,False,0.18600000000000005,0.598,0.504,0.000221,0.34,-9.874,0.0731,163.954,0.252,65,pop
328,spotify:track:7F5oktn5YOsR9eR5YsFtqb,Taylor,reputation,New Year’s Day,235.466,False,0.921,0.6609999999999999,0.151,0.0,0.13,-12.864,0.0354,94.922,0.23,62,pop
329,spotify:track:53QJMb83ZdNSXApsEY3zjA,Taylor,1989 (Deluxe),Welcome To New York,212.6,False,0.0348,0.789,0.634,1.64e-06,0.302,-4.762,0.0323,116.992,0.6579999999999999,21,pop
330,spotify:track:3ulIErpIehDSLfmQmUax5g,Taylor,1989 (Deluxe),Blank Space,231.826,False,0.103,0.76,0.703,0.0,0.0913,-5.412000000000001,0.054000000000000006,95.997,0.57,33,pop
331,spotify:track:4AVUqcPZB0AaRF0tCmyNiI,Taylor,1989 (Deluxe),Style,231.0,False,0.00245,0.588,0.7909999999999999,0.0025800000000000003,0.118,-5.595,0.0402,94.933,0.487,22,pop
332,spotify:track:6EXPzO8yKpdZdqxkg7Cj5s,Taylor,1989 (Deluxe),Out Of The Woods,235.8,False,0.000743,0.5529999999999999,0.841,1.19e-05,0.341,-6.937,0.0396,92.008,0.338,20,pop
333,spotify:track:3OPEx1SY3wkDCKLeQ56tyN,Taylor,1989 (Deluxe),All You Had To Do Was Stay,193.293,False,0.00201,0.605,0.725,2.02e-05,0.101,-5.729,0.0323,96.97,0.539,19,pop
334,spotify:track:7rqMFBawnvxyyj3nA1iaUV,Taylor,1989 (Deluxe),Shake It Off,219.2,False,0.0647,0.647,0.8,0.0,0.334,-5.384,0.165,160.078,0.942,33,pop
335,spotify:track:6jtyKhIG6rNbRcQQ5Pba3s,Taylor,1989 (Deluxe),I Wish You Would,207.44,False,0.0158,0.653,0.893,4.95e-05,0.102,-5.966,0.0538,118.035,0.513,18,pop
336,spotify:track:0BThmcV5jOQywT3aEX84zA,Taylor,1989 (Deluxe),Bad Blood,211.933,False,0.0885,0.6459999999999999,0.794,6.16e-06,0.201,-6.104,0.19,170.21599999999995,0.287,31,pop
337,spotify:track:19xxRin5GXKV8e2zp9cnql,Taylor,1989 (Deluxe),Wildest Dreams,220.44,False,0.0692,0.55,0.688,0.00144,0.106,-7.416,0.0897,139.997,0.465,20,pop
338,spotify:track:0EZGm0wWm436S7t82JnIru,Taylor,1989 (Deluxe),How You Get The Girl,247.533,False,0.00364,0.765,0.6559999999999999,0.00868,0.0918,-6.112,0.0504,119.997,0.545,18,pop
339,spotify:track:1ywjtMNVGNvyGfEk8AmaOm,Taylor,1989 (Deluxe),This Love,250.093,False,0.6779999999999999,0.481,0.435,0.0,0.0928,-8.795,0.0321,143.95,0.107,17,pop
340,spotify:track:5uPp8esLKE5c0YUiALBB2U,Taylor,1989 (Deluxe),I Know Places,195.706,False,0.245,0.602,0.755,0.0,0.17800000000000002,-4.9910000000000005,0.071,159.965,0.495,16,pop
341,spotify:track:69eYqG5XzoqgsH12eEyVL1,Taylor,1989 (Deluxe),Clean,271.0,False,0.232,0.815,0.377,0.0,0.1,-7.754,0.0346,103.97,0.211,17,pop
342,spotify:track:0kNSWs0FONDMVNe1NWbwCK,Taylor,1989 (Deluxe),Wonderland,245.56,False,0.0493,0.422,0.6920000000000001,2.57e-05,0.177,-5.447,0.0549,184.014,0.197,21,pop
343,spotify:track:36Z0aDiYjvEE2Z1rdUcKG7,Taylor,1989 (Deluxe),You Are In Love,267.106,False,0.7070000000000001,0.474,0.48,0.000108,0.0903,-8.894,0.0622,170.109,0.319,23,pop
344,spotify:track:7ARgHV20qAFcy1UoNcaCB0,Taylor,1989 (Deluxe),New Romantics,230.466,False,0.00463,0.633,0.889,0.000458,0.0658,-5.87,0.0715,121.956,0.584,37,pop
345,spotify:track:6maLH65ZFDDcGnXYTe9dkX,Taylor,1989 (Deluxe),I Know Places - Voice Memo,216.333,False,0.8290000000000001,0.5920000000000001,0.128,0.0,0.527,-17.932000000000006,0.589,78.828,0.15,0,pop
346,spotify:track:6pgQBu5fmP0u7A9yAMQpCb,Taylor,1989 (Deluxe),I Wish You Would - Voice Memo,107.133,False,0.7170000000000001,0.7809999999999999,0.35700000000000004,0.0,0.185,-16.394000000000002,0.912,118.317,0.645,0,pop
347,spotify:track:7hQYo8yxPIo92K4uAkedb3,Taylor,1989 (Deluxe),Blank Space - Voice Memo,131.186,False,0.8009999999999999,0.675,0.234,0.0,0.657,-15.064,0.721,127.296,0.578,0,pop
348,spotify:track:5zyCYmiaVE5y26EZuwZbsw,Taylor,Red (Deluxe Edition),State Of Grace,295.186,False,0.000197,0.588,0.825,0.0013800000000000002,0.0885,-5.8820000000000014,0.0328,129.968,0.397,53,pop
349,spotify:track:1RvQQGwaPipiNgz8RXAKA8,Taylor,Red (Deluxe Edition),Red,220.826,False,0.0773,0.602,0.8959999999999999,8.87e-05,0.091,-4.267,0.0437,124.978,0.6409999999999999,58,pop
350,spotify:track:0XfOV7qY3834QpFVwOb6CC,Taylor,Red (Deluxe Edition),Treacherous,240.773,False,0.101,0.705,0.621,4.3e-06,0.147,-8.086,0.0334,109.993,0.395,52,pop
351,spotify:track:0ciHz919LVKoH4zgxyMPZ9,Taylor,Red (Deluxe Edition),I Knew You Were Trouble.,217.973,False,0.00454,0.622,0.469,2.25e-06,0.0398,-6.797999999999999,0.0363,77.01899999999998,0.679,58,pop
352,spotify:track:1q3RiD1tIWUpGsNFADMlvl,Taylor,Red (Deluxe Edition),All Too Well,327.893,False,0.0382,0.602,0.609,0.0002,0.127,-7.803,0.0243,93.06,0.337,61,pop
353,spotify:track:3bIxTsfeNMO7Nt2J3EUKrA,Taylor,Red (Deluxe Edition),22,230.133,False,0.00215,0.6579999999999999,0.7290000000000001,0.0013,0.0752,-6.561,0.0378,104.007,0.6679999999999999,59,pop
354,spotify:track:31pEV5lPJi7btskZoUr2yu,Taylor,Red (Deluxe Edition),I Almost Do,242.573,False,0.0173,0.5670000000000001,0.481,4.13e-05,0.182,-7.357,0.027000000000000003,145.865,0.233,53,pop
355,spotify:track:1OYARuagDrpgNNQ4loO1Cs,Taylor,Red (Deluxe Edition),We Are Never Ever Getting Back Together,191.88,False,0.00957,0.628,0.6759999999999999,2.65e-05,0.102,-5.9110000000000005,0.0916,85.984,0.75,57,pop
356,spotify:track:1x0J8LFX23d5h1zzuzZorc,Taylor,Red (Deluxe Edition),Stay Stay Stay,204.826,False,0.307,0.7290000000000001,0.748,1.29e-06,0.09,-6.67,0.0245,99.981,0.928,52,pop
357,spotify:track:7vvIpJZye5cRR6De1LKM0m,Taylor,Red (Deluxe Edition),The Last Time,298.293,False,0.035,0.505,0.443,3.15e-06,0.0921,-7.039,0.0276,94.069,0.123,53,pop
358,spotify:track:5d2Kn9oAAh9S2EbyCo1i52,Taylor,Red (Deluxe Edition),Holy Ground,201.853,False,0.0162,0.627,0.816,0.0020800000000000003,0.0966,-6.698,0.0774,157.043,0.648,52,pop
359,spotify:track:5QKhg4r4Ibt0LVTmWEXTEg,Taylor,Red (Deluxe Edition),Sad Beautiful Tragic,283.68,False,0.632,0.624,0.34,0.0337,0.121,-12.411,0.029,129.987,0.261,50,pop
360,spotify:track:2wtHlpYSgC7xEdD3DrSHNL,Taylor,Red (Deluxe Edition),The Lucky One,240.133,False,0.0371,0.706,0.499,0.0,0.132,-7.675,0.0369,117.937,0.545,50,pop
361,spotify:track:7gdwoOmi258QJq0hmQ4hto,Taylor,Red (Deluxe Edition),Everything Has Changed,243.933,False,0.36,0.624,0.458,3.89e-06,0.303,-6.755,0.0287,80.017,0.436,54,pop
362,spotify:track:0vqI4ZIMuifeKeItGiWbPj,Taylor,Red (Deluxe Edition),Starlight,217.826,False,0.0213,0.649,0.777,0.000335,0.221,-5.8039999999999985,0.0406,126.018,0.5870000000000001,51,pop
363,spotify:track:48A0aShHlovDfTMucMrE66,Taylor,Red (Deluxe Edition),Begin Again,237.613,False,0.199,0.53,0.526,3.52e-06,0.232,-8.349,0.0263,79.025,0.32299999999999995,53,pop
364,spotify:track:5AsmAjBSSQjRPWgAYIp8tm,Taylor,Red (Deluxe Edition),The Moment I Knew,285.56,False,0.187,0.62,0.506,1.47e-05,0.102,-7.327000000000001,0.0312,126.015,0.275,50,pop
365,spotify:track:4qyalTRMRH5YuEntvvMvq0,Taylor,Red (Deluxe Edition),Come Back...Be Here,222.706,False,0.00471,0.483,0.5479999999999999,2.01e-06,0.0997,-6.291,0.0254,79.926,0.217,51,pop
366,spotify:track:6cf6rLb8qcklvJv90W6HCW,Taylor,Red (Deluxe Edition),Girl At Home,220.32,False,0.272,0.733,0.59,0.0,0.136,-5.86,0.0284,125.048,0.633,48,pop
367,spotify:track:7BT9K9BDqq6HI2oWH5UMZQ,Taylor,Red (Deluxe Edition),Treacherous - Original Demo Recording,239.72,False,0.175,0.828,0.64,6.14e-05,0.0996,-8.248,0.0355,109.993,0.519,46,pop
368,spotify:track:4mqgn90sCeVSYqcoftTQTd,Taylor,Red (Deluxe Edition),Red - Original Demo Recording,226.28,False,0.113,0.6779999999999999,0.902,0.000235,0.0722,-4.659,0.0358,124.998,0.637,46,pop
369,spotify:track:5G9AVKld9q7DCrmoY42raf,Taylor,Red (Deluxe Edition),State Of Grace - Acoustic Version,323.08,False,0.664,0.626,0.118,0.000169,0.127,-15.91,0.0305,105.597,0.0682,48,pop
370,spotify:track:2ogKhhoMClkFXek7ZgxAhN,Camila,Romance,Shameless,219.742,False,0.0197,0.377,0.6509999999999999,5.31e-05,0.174,-5.437,0.0588,129.69799999999998,0.0851,71,pop
371,spotify:track:4jFD7byoPdGkEdjHLMduR9,Camila,Romance,Living Proof,194.44,False,0.109,0.735,0.514,0.0,0.359,-5.464,0.08199999999999999,77.566,0.517,69,pop
372,spotify:track:0sHc1EEeOnmgjP6QmsR7px,Camila,Romance,Should've Said It,200.626,False,0.0281,0.6659999999999999,0.5489999999999999,0.000181,0.136,-5.7810000000000015,0.0269,98.014,0.596,69,pop
373,spotify:track:3yOlyBJuViE2YSGn3nVE1K,Camila,Romance,My Oh My,170.746,False,0.018000000000000002,0.7240000000000001,0.491,1.29e-05,0.0887,-6.024,0.0296,105.046,0.383,92,pop
374,spotify:track:3BVgrFWuH01GmCUy9Y2EE8,Camila,Romance,Señorita,190.813,False,0.0376,0.759,0.539,0.0,0.0906,-6.039,0.0287,116.959,0.74,63,pop
375,spotify:track:073ILU1C3APNRGF66VhtyA,Camila,Romance,Liar,207.038,False,0.0169,0.74,0.498,0.00282,0.319,-6.684,0.0456,98.016,0.652,75,pop
376,spotify:track:0Q2kFlgnqusKAqCDpCKAIY,Camila,Romance,Bad Kind of Butterflies,169.334,False,0.506,0.495,0.308,0.0,0.247,-9.528,0.141,108.484,0.273,67,pop
377,spotify:track:7DoNtK2gVFRwJh0hkHe5wQ,Camila,Romance,Easy,194.686,False,0.411,0.574,0.593,1.55e-06,0.0966,-5.731,0.0463,128.07299999999998,0.355,71,pop
378,spotify:track:39jcp8zJH7nHWbB7Hr3sFJ,Camila,Romance,Feel It Twice,188.939,False,0.8420000000000001,0.516,0.436,0.0,0.0901,-5.568,0.0283,132.07,0.376,66,pop
379,spotify:track:7jJ4y8hXMLMlGBu7Zm1XZj,Camila,Romance,Dream of You,222.999,False,0.205,0.659,0.6629999999999999,0.0,0.105,-6.823,0.0811,140.013,0.333,66,pop
380,spotify:track:1Ff71LUQO0KBk5Slu3K6Vu,Camila,Romance,Cry for Me,189.133,False,0.05,0.721,0.805,0.0,0.153,-4.134,0.0927,118.058,0.653,67,pop
381,spotify:track:7cHje4KLujM18aBSLvaySE,Camila,Romance,This Love,220.072,True,0.253,0.494,0.502,4.37e-06,0.105,-5.75,0.0329,179.643,0.162,69,pop
382,spotify:track:3r73OmpBtQAwMgawxOmlg0,Camila,Romance,Used to This,210.001,False,0.361,0.583,0.495,3.35e-06,0.348,-7.681,0.0813,100.047,0.364,67,pop
383,spotify:track:6TRt2bniIq0EIlrDlje7b8,Camila,Romance,First Man,228.758,False,0.906,0.5720000000000001,0.292,1.04e-06,0.106,-7.621,0.0364,100.152,0.223,76,pop
384,spotify:track:4eWQlBRaTjPPUlzacqEeoQ,Camila,Camila,Never Be the Same,226.973,False,0.181,0.637,0.713,0.000637,0.13699999999999998,-4.333,0.0747,129.923,0.243,74,pop
385,spotify:track:4XLu3tTSZiPFVC9mmuR6Zp,Camila,Camila,All These Years,164.373,False,0.609,0.732,0.436,0.0,0.108,-7.409,0.117,94.852,0.475,67,pop
386,spotify:track:5HwnezK198pJCEj1l2Adjy,Camila,Camila,She Loves Control,177.16,False,0.166,0.65,0.758,0.0,0.0889,-4.02,0.116,94.9,0.6629999999999999,66,pop
387,spotify:track:1rfofaqEpACxVEHIZBJe6W,Camila,Camila,Havana,217.306,False,0.184,0.765,0.523,3.5600000000000005e-05,0.132,-4.333,0.03,104.988,0.394,82,pop
388,spotify:track:5xi2SXmF3A5AIsuGXiUIZu,Camila,Camila,Inside Out,182.56,False,0.43,0.737,0.6970000000000001,0.000382,0.0821,-5.31,0.0895,94.101,0.655,56,pop
389,spotify:track:7sTtHHrD0zDpmzQzH3zegz,Camila,Camila,Consequences,178.466,False,0.889,0.455,0.292,0.0,0.106,-6.7920000000000025,0.0563,84.339,0.43,72,pop
390,spotify:track:3iq9nhbI8fcnNamxMft1uv,Camila,Camila,Real Friends,214.386,False,0.8390000000000001,0.726,0.304,0.0,0.0853,-8.677,0.131,91.97,0.813,63,pop
391,spotify:track:7IL3UOlcJ6nmcCMwpnlfcA,Camila,Camila,Something's Gotta Give,236.36,False,0.3670000000000001,0.545,0.458,0.0,0.118,-4.6,0.0279,79.943,0.16399999999999998,68,pop
392,spotify:track:1GO9vCm5Cra5uWGSWQ5mGK,Camila,Camila,In the Dark,219.826,False,0.21,0.425,0.5479999999999999,0.0,0.115,-6.7620000000000005,0.114,175.75599999999997,0.282,59,pop
393,spotify:track:2gxqozTaq2NYylvS8jd57G,Camila,Camila,Into It,175.653,False,0.451,0.569,0.649,0.0,0.128,-8.175,0.482,108.77,0.441,59,pop
