,uri,artist,album,name,duration_s,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre
530,spotify:track:4U38hORPx8SsUAXGumsUYN,Halsey,BADLANDS (Deluxe),Hold Me Down,204.785,False,0.279,0.677,0.7440000000000001,0.0,0.119,-4.512,0.0882,145.928,0.531,63,pop
531,spotify:track:3UhxppZQkfk9WniMtjpESF,Halsey,BADLANDS (Deluxe),New Americana,183.808,False,0.0113,0.339,0.7070000000000001,0.0,0.337,-5.121,0.0428,173.993,0.359,58,pop
532,spotify:track:3ek4HgBlmvkTWgfT5sTSe9,Halsey,BADLANDS (Deluxe),Drive,258.764,False,0.239,0.5710000000000001,0.585,0.00016,0.133,-8.392000000000001,0.0494,113.973,0.29100000000000004,60,pop
533,spotify:track:5Dg2h1wsm7ZijCo0yLmbvR,Halsey,BADLANDS (Deluxe),Hurricane,223.081,False,0.00823,0.586,0.83,0.0028,0.348,-5.375,0.0416,120.017,0.486,62,pop
534,spotify:track:6s8PRmROPJHlqZmu9Bbviz,Halsey,BADLANDS (Deluxe),Roman Holiday,201.549,False,0.0322,0.431,0.836,2.34e-05,0.105,-4.428,0.0395,74.473,0.75,58,pop
535,spotify:track:5dcYoYFAXh0f0qI05AoufB,Halsey,BADLANDS (Deluxe),Ghost,153.656,False,0.0529,0.57,0.606,0.000727,0.134,-8.085,0.129,95.038,0.212,63,pop
536,spotify:track:4FqMPJlvfY5Nfo3gRKcNxl,Halsey,BADLANDS (Deluxe),Colors,249.499,False,0.0534,0.512,0.812,0.0,0.092,-4.809,0.0617,100.02,0.521,61,pop
537,spotify:track:2FBkPf8hS5Jam6YEnV8DBF,Halsey,BADLANDS (Deluxe),Colors pt. II,96.475,False,0.0179,0.585,0.634,0.633,0.146,-8.363999999999999,0.0507,94.969,0.453,53,pop
538,spotify:track:6zQq3TrWnilO8SR1fgvTeD,Halsey,BADLANDS (Deluxe),Strange Love,247.282,True,0.00212,0.605,0.8490000000000001,0.000372,0.192,-4.761,0.043,89.993,0.599,59,pop
539,spotify:track:4lKXjLzAV0Nxwln8MxHVtQ,Halsey,BADLANDS (Deluxe),Coming Down,223.299,False,0.436,0.625,0.753,0.00273,0.3670000000000001,-5.983,0.166,88.956,0.539,58,pop
540,spotify:track:1r1WtSrPbAOYHE7zwq4eqK,Halsey,BADLANDS (Deluxe),Haunting,260.797,False,0.015,0.461,0.696,0.000491,0.21,-5.752000000000002,0.0486,180.00599999999997,0.311,59,pop
541,spotify:track:2IO7yf562c1zLzpanal1DT,Halsey,BADLANDS (Deluxe),Gasoline,199.593,True,0.223,0.731,0.58,0.0,0.129,-7.3279999999999985,0.0399,119.997,0.319,72,pop
542,spotify:track:3SKzTIl9mW0DadTys9SFo3,Halsey,BADLANDS (Deluxe),Control,214.761,False,0.399,0.5489999999999999,0.675,0.0,0.181,-5.6370000000000005,0.0332,119.898,0.206,69,pop
543,spotify:track:5x2XIAdvFxWCwIOMNkbWUj,Halsey,BADLANDS (Deluxe),Young God,180.088,True,0.324,0.449,0.599,4.09e-06,0.114,-6.509,0.0405,119.868,0.198,60,pop
544,spotify:track:36dfGEKTGHxLmdNIYr0VTi,Halsey,BADLANDS (Deluxe),I Walk The Line,165.213,False,0.0556,0.5,0.633,0.0,0.311,-6.251,0.0414,119.901,0.195,55,pop
545,spotify:track:5qN4HFkapdAOV94XPryVof,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Black Panther,130.613,True,0.625,0.618,0.5820000000000001,3.84e-06,0.265,-9.454,0.297,90.035,0.48,57,hiphop
546,spotify:track:3GCdLUSnKSMJhs4Tj6CV3s,Kendrick Lamar,Black Panther The Album Music From And Inspired By,All The Stars,232.186,True,0.0605,0.698,0.633,0.000194,0.0926,-4.9460000000000015,0.0597,96.924,0.552,78,hiphop
547,spotify:track:4LmAnpjlhWTahvRkYR8xJa,Kendrick Lamar,Black Panther The Album Music From And Inspired By,X,267.426,True,0.0201,0.768,0.471,0.0,0.268,-8.406,0.259,131.023,0.405,70,hiphop
548,spotify:track:5jyyPsIGM2yqkZN9R3TmvN,Kendrick Lamar,Black Panther The Album Music From And Inspired By,The Ways,238.893,True,0.0626,0.727,0.72,1.21e-06,0.17600000000000002,-5.856,0.0488,140.08,0.589,65,hiphop
549,spotify:track:7bUcBztfGqO7cSI2gMZeCI,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Opps,180.893,True,0.152,0.706,0.775,3.32e-05,0.416,-6.819,0.335,127.929,0.847,59,hiphop
550,spotify:track:0DJBgBiYeSn6n1AXAkFVE8,Kendrick Lamar,Black Panther The Album Music From And Inspired By,I Am,208.76,True,0.14400000000000002,0.601,0.583,9.73e-05,0.183,-5.725,0.263,148.785,0.32,62,hiphop
551,spotify:track:2tPcTFiQF9MbVUyjZ3zDhA,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Paramedic!,219.306,True,0.177,0.856,0.652,0.0,0.193,-5.324,0.14300000000000002,97.017,0.471,67,hiphop
552,spotify:track:4KXwFI9pgJLpUIAc9oSL8j,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Bloody Waters,272.306,True,0.185,0.507,0.606,0.0,0.174,-8.758,0.452,180.607,0.202,62,hiphop
553,spotify:track:1eLSF6HfrRA0AsNmTkUlKx,Kendrick Lamar,Black Panther The Album Music From And Inspired By,King's Dead,225.266,True,0.00102,0.5660000000000001,0.7240000000000001,0.0,0.158,-4.574,0.32299999999999995,81.774,0.407,65,hiphop
554,spotify:track:4FpfU1O7WCLBnmwu5XAFk4,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Redemption Interlude,85.266,True,0.662,0.5489999999999999,0.449,4.88e-05,0.0866,-13.645,0.104,121.164,0.223,52,hiphop
555,spotify:track:76iVOVsliCHlWqKuDnCfhE,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Redemption,222.093,True,0.139,0.778,0.765,0.0274,0.123,-7.175,0.128,125.062,0.642,57,hiphop
556,spotify:track:35cOyocq8Gb6UcT0NWeTwn,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Seasons,242.293,True,0.28,0.629,0.5539999999999999,0.0,0.158,-6.759,0.326,126.694,0.308,56,hiphop
557,spotify:track:5cXg9IQS34FzLVdHhp7hu7,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Big Shot,221.826,True,0.00759,0.855,0.478,0.0,0.101,-9.116,0.193,130.018,0.284,68,hiphop
558,spotify:track:77UjLW8j5UAGAGVGhR5oUK,Kendrick Lamar,Black Panther The Album Music From And Inspired By,Pray For Me,211.44,True,0.0762,0.735,0.677,2.17e-05,0.111,-4.979,0.093,100.584,0.188,76,hiphop
559,spotify:track:2PESSRrfGBuDrJ1I7rm8dc,Kendrick Lamar,DAMN. COLLECTORS EDITION.,DUCKWORTH.,248.613,True,0.0536,0.552,0.731,0.0,0.258,-6.872999999999998,0.615,174.516,0.632,46,hiphop
560,spotify:track:4suzR7RVn00QijvJPkMVMf,Kendrick Lamar,DAMN. COLLECTORS EDITION.,GOD.,248.826,True,0.0347,0.706,0.557,0.0,0.276,-5.8,0.0813,132.98,0.205,45,hiphop
561,spotify:track:28J8MZFrSMvd5gWxAGRBq1,Kendrick Lamar,DAMN. COLLECTORS EDITION.,FEAR.,460.573,True,0.604,0.588,0.479,7.200000000000001e-06,0.527,-7.039,0.281,150.414,0.434,45,hiphop
562,spotify:track:0lJZRic5kToowUXH35uy7P,Kendrick Lamar,DAMN. COLLECTORS EDITION.,XXX. FEAT. U2.,254.2,True,0.138,0.568,0.619,1.67e-06,0.11,-6.899,0.414,170.115,0.293,45,hiphop
563,spotify:track:0R9U7yIlLm8KAL6iQbwKKT,Kendrick Lamar,DAMN. COLLECTORS EDITION.,LOVE. FEAT. ZACARI.,213.4,True,0.264,0.8,0.585,0.0,0.153,-7.343,0.0924,126.058,0.779,46,hiphop
564,spotify:track:1PKNKessUE10zYclDWNRfE,Kendrick Lamar,DAMN. COLLECTORS EDITION.,LUST.,307.88,True,0.193,0.6779999999999999,0.562,0.0,0.104,-9.197,0.508,94.241,0.5660000000000001,44,hiphop
565,spotify:track:0gvQoTWRxsW5Rd7KgPp0u3,Kendrick Lamar,DAMN. COLLECTORS EDITION.,HUMBLE.,177.0,True,0.000282,0.908,0.621,5.39e-05,0.0958,-6.638,0.102,150.011,0.421,46,hiphop
566,spotify:track:1P9LiOkE3LnKSYsoz1F8A7,Kendrick Lamar,DAMN. COLLECTORS EDITION.,PRIDE.,275.253,True,0.0786,0.665,0.535,1.6800000000000002e-05,0.154,-7.056,0.0572,138.842,0.37,46,hiphop
567,spotify:track:0Omhxcy38tjNxqVZshdfpf,Kendrick Lamar,DAMN. COLLECTORS EDITION.,LOYALTY. FEAT. RIHANNA.,227.36,True,0.0265,0.6579999999999999,0.535,0.0,0.2,-8.982999999999997,0.0573,110.684,0.419,45,hiphop
568,spotify:track:3hKPfWwm32Nv7Xj57lrxeC,Kendrick Lamar,DAMN. COLLECTORS EDITION.,FEEL.,214.826,True,0.13699999999999998,0.746,0.7979999999999999,0.0,0.139,-8.382,0.349,109.968,0.5529999999999999,44,hiphop
569,spotify:track:3uubYELqTxIOqGalMtUq63,Kendrick Lamar,DAMN. COLLECTORS EDITION.,ELEMENT.,208.733,True,0.204,0.748,0.705,0.0,0.246,-4.547,0.485,189.891,0.483,46,hiphop
570,spotify:track:7tC6nVqWp4FALU6I3li1g9,Kendrick Lamar,DAMN. COLLECTORS EDITION.,YAH.,160.293,True,0.5760000000000001,0.67,0.7,5.34e-06,0.226,-7.893,0.196,69.986,0.648,43,hiphop
571,spotify:track:4odAJ4IxmYzy3co4TeYP24,Kendrick Lamar,DAMN. COLLECTORS EDITION.,DNA.,185.946,True,0.00454,0.638,0.523,0.0,0.0842,-6.664,0.35700000000000004,139.91299999999998,0.422,46,hiphop
572,spotify:track:1WonGCoO1sz7I4aD0HRbXy,Kendrick Lamar,DAMN. COLLECTORS EDITION.,BLOOD.,118.066,True,0.142,0.35700000000000004,0.238,0.0859,0.55,-16.78,0.265,156.907,0.494,40,hiphop
573,spotify:track:6OkOFxU6j0UufR97VgSnS7,Kendrick Lamar,untitled unmastered.,untitled 01 | 08.19.2014.,247.746,True,0.321,0.57,0.584,0.0,0.0868,-11.708,0.405,102.19,0.107,49,hiphop
574,spotify:track:3I0FBDc1c1BLNtXWKVjmFg,Kendrick Lamar,untitled unmastered.,untitled 02 | 06.23.2014.,258.826,True,0.341,0.667,0.508,0.0,0.644,-10.337,0.451,89.436,0.093,60,hiphop
575,spotify:track:2fgAJeky8Cpsr8Cfvn2NVp,Kendrick Lamar,untitled unmastered.,untitled 03 | 05.28.2013.,154.346,True,0.608,0.813,0.5489999999999999,1e-06,0.129,-12.427,0.269,103.914,0.562,53,hiphop
576,spotify:track:1U13SSgDOxK98L1FTWYrjQ,Kendrick Lamar,untitled unmastered.,untitled 04 | 08.14.2014.,110.066,True,0.8640000000000001,0.512,0.128,0.0,0.512,-21.49,0.252,103.056,0.219,49,hiphop
577,spotify:track:3V8vWoCbKbfjNrPaQ4YtSg,Kendrick Lamar,untitled unmastered.,untitled 05 | 09.21.2014.,338.426,True,0.321,0.461,0.62,0.0,0.151,-9.822,0.496,153.941,0.422,52,hiphop
578,spotify:track:4M2t7bP4Mq87mGMn0PObUX,Kendrick Lamar,untitled unmastered.,untitled 06 | 06.30.2014.,208.013,True,0.0992,0.669,0.541,7.69e-06,0.254,-11.291,0.0461,89.083,0.645,54,hiphop
579,spotify:track:40IQooNkPRVtn4zlE3ZFpA,Kendrick Lamar,untitled unmastered.,untitled 07 | 2014 - 2016,496.173,True,0.732,0.5670000000000001,0.463,0.0,0.7090000000000001,-11.669,0.504,126.982,0.324,59,hiphop
580,spotify:track:5bBUDJUfGcG7eFy3Bf4fXv,Kendrick Lamar,untitled unmastered.,untitled 08 | 09.06.2014.,235.506,True,0.25,0.85,0.524,2.46e-06,0.114,-9.375,0.204,120.004,0.6859999999999999,55,hiphop
581,spotify:track:3bfADkn4569mddf3NuIyKh,Kendrick Lamar,To Pimp A Butterfly,Wesley's Theory,287.36,True,0.359,0.509,0.787,2.7600000000000007e-05,0.26,-6.754,0.265,114.449,0.507,18,hiphop
582,spotify:track:4c5DfSNdMMD0WfAzC11Eb5,Kendrick Lamar,To Pimp A Butterfly,For Free? - Interlude,130.893,True,0.588,0.526,0.8959999999999999,0.0,0.37,-4.708,0.197,129.313,0.745,13,hiphop
583,spotify:track:2XijsLg3IR0IkUMKtlqdvT,Kendrick Lamar,To Pimp A Butterfly,King Kunta,234.693,True,0.00589,0.884,0.657,0.0,0.154,-4.569,0.0977,107.059,0.489,22,hiphop
584,spotify:track:1FUcuS5FpYqBrIgTD9fXTQ,Kendrick Lamar,To Pimp A Butterfly,Institutionalized,271.773,True,0.112,0.539,0.731,1.19e-06,0.129,-5.085,0.453,81.11399999999998,0.568,16,hiphop
585,spotify:track:7grlZyuGxtz5uWBNJ7aCmO,Kendrick Lamar,To Pimp A Butterfly,These Walls,300.973,True,0.11,0.752,0.489,3.57e-06,0.202,-5.233,0.13699999999999998,108.005,0.373,18,hiphop
586,spotify:track:7iVC68z9TYxNpFCQfs6TUE,Kendrick Lamar,To Pimp A Butterfly,u,268.493,True,0.26,0.406,0.7979999999999999,0.0,0.461,-5.585,0.4320000000000001,71.547,0.58,14,hiphop
587,spotify:track:6oakQZRgFZ5FRHDr3GoiPF,Kendrick Lamar,To Pimp A Butterfly,Alright,219.333,True,0.0742,0.7959999999999999,0.7659999999999999,0.0,0.0827,-5.974,0.238,110.034,0.5579999999999999,22,hiphop
588,spotify:track:7KCvyzT5jtlJwoyUN8Uw0A,Kendrick Lamar,To Pimp A Butterfly,For Sale? - Interlude,291.72,True,0.442,0.301,0.6859999999999999,0.000115,0.121,-8.36,0.0831,79.036,0.276,13,hiphop
589,spotify:track:2bwC0ggz9qwYcCIpM1fBzK,Kendrick Lamar,To Pimp A Butterfly,Momma,283.12,True,0.254,0.615,0.743,0.0,0.665,-4.58,0.325,111.914,0.515,12,hiphop
590,spotify:track:0lGb6cqAouFJqlNT0HJEcV,Kendrick Lamar,To Pimp A Butterfly,Hood Politics,292.52,True,0.145,0.731,0.6609999999999999,0.0,0.12,-6.562,0.376,87.912,0.369,14,hiphop
591,spotify:track:4eZCJ2OFRnyfbPwH21tPL0,Kendrick Lamar,To Pimp A Butterfly,How Much A Dollar Cost,261.746,True,0.415,0.624,0.7290000000000001,0.0,0.135,-4.747,0.198,87.948,0.334,13,hiphop
592,spotify:track:69u3f33ziqgUZkHpxhWuid,Kendrick Lamar,To Pimp A Butterfly,Complexion,263.36,True,0.5660000000000001,0.665,0.5579999999999999,4.57e-06,0.219,-7.862999999999999,0.303,89.95299999999997,0.37,12,hiphop
593,spotify:track:5iazFRMdIQ78zSjPoxWQNI,Kendrick Lamar,To Pimp A Butterfly,The Blacker The Berry,328.826,True,0.00713,0.5529999999999999,0.852,0.0,0.463,-4.08,0.305,176.058,0.27,14,hiphop
594,spotify:track:4AzVz6cA7rsH4mYP1hmPhz,Kendrick Lamar,To Pimp A Butterfly,You Ain't Gotta Lie,241.68,True,0.455,0.443,0.635,2.07e-05,0.285,-5.404,0.223,93.742,0.672,11,hiphop
595,spotify:track:6v0yKEba7ZN6BHkOOoWfsN,Kendrick Lamar,To Pimp A Butterfly,i,336.013,True,0.708,0.541,0.809,0.0,0.72,-4.2860000000000005,0.324,120.094,0.753,15,hiphop
596,spotify:track:4AS5UEGASSIcbnwfDGOoK2,Kendrick Lamar,To Pimp A Butterfly,Mortal Man,727.106,True,0.665,0.5670000000000001,0.525,0.0,0.708,-9.043,0.75,86.935,0.416,10,hiphop
597,spotify:track:5FF6Pyuh5jW6ybKHiaiGMy,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Sherane a.k.a Master Splinter’s Daughter,273.64,True,0.486,0.503,0.508,0.0102,0.124,-11.094,0.52,81.908,0.317,49,hiphop
598,spotify:track:5h5tBFnbcVioFXiOixTn6E,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)","Bitch, Don’t Kill My Vibe",310.72,True,0.0152,0.5870000000000001,0.698,0.0,0.442,-8.948,0.0943,133.954,0.0985,64,hiphop
599,spotify:track:1BR5vhAlaoUiijQ28p6jlN,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Backseat Freestyle,212.653,True,0.000739,0.546,0.6509999999999999,0.0,0.235,-7.601,0.3,77.878,0.6459999999999999,59,hiphop
600,spotify:track:4F8rYEoiBjPaRgQXLVtN5a,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",The Art of Peer Pressure,324.533,True,0.28600000000000003,0.555,0.611,0.00106,0.273,-9.216,0.35600000000000004,94.939,0.411,54,hiphop
601,spotify:track:0UtnpKaReKUg2GquaSxCyD,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Money Trees,386.906,True,0.0703,0.716,0.531,0.0,0.224,-7.355,0.122,71.994,0.344,66,hiphop
602,spotify:track:3MLOAIJNWWS8FQpvdaiKR7,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Poetic Justice,300.16,True,0.157,0.779,0.5720000000000001,0.0,0.246,-9.985,0.378,135.95600000000002,0.647,61,hiphop
603,spotify:track:0PKJxo97zXT8oAwl2zFnPh,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",good kid,214.12,True,0.0623,0.451,0.831,0.0,0.185,-8.641,0.307,176.162,0.41,52,hiphop
604,spotify:track:3qX1dqmDdmMvvfMVfsx4Bh,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",m.A.A.d city,350.12,True,0.0538,0.487,0.7290000000000001,4.07e-06,0.44,-6.815,0.271,91.048,0.217,66,hiphop
605,spotify:track:40wUM3LFZOlUcZfxEIZrYK,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Swimming Pools - Extended Version,313.786,True,0.123,0.716,0.485,2.69e-05,0.604,-7.745,0.404,74.132,0.26,61,hiphop
606,spotify:track:1Z2FvDFZSDQ23s4BDqpWqZ,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)","Sing About Me, I'm Dying Of Thirst",723.573,True,0.303,0.654,0.753,8.08e-05,0.13,-7.556,0.395,110.722,0.371,55,hiphop
607,spotify:track:73eGiraiU7JkIsmFyQyJAv,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Real,443.413,True,0.0282,0.652,0.458,0.0,0.664,-12.272,0.194,100.046,0.174,50,hiphop
608,spotify:track:0O6cYePgIBlMQ0pAFate3q,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Compton,248.093,True,0.0815,0.342,0.907,0.0,0.383,-4.432,0.415,170.38,0.225,50,hiphop
609,spotify:track:5jHilrZDaP1vJMZfdN1He3,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",The Recipe - Bonus Track,352.853,True,0.000589,0.759,0.782,0.0,0.35,-6.975,0.0741,131.04,0.507,58,hiphop
610,spotify:track:6P6HGbOoWUynE2U7yLwLnY,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Black Boy Fly - Bonus Track,279.146,True,0.108,0.593,0.731,1.52e-06,0.103,-5.21,0.149,160.084,0.61,47,hiphop
611,spotify:track:0NfYAsKygCYwPA2BgTZ1qg,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Now Or Never - Bonus Track,256.213,False,0.264,0.528,0.708,0.0,0.305,-5.879,0.207,97.8,0.7809999999999999,51,hiphop
612,spotify:track:4wshBvO4qMrxJnPlfkeUWi,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)","Bitch, Don’t Kill My Vibe - Remix",278.586,True,0.0513,0.636,0.7879999999999999,0.0,0.204,-5.766,0.252,133.722,0.14300000000000002,50,hiphop
613,spotify:track:1IjxCFAyR1ysajk10iHsKh,Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)","Bitch, Don’t Kill My Vibe - International Remix / Explicit Version",305.813,True,0.0109,0.67,0.8109999999999999,0.0,0.503,-6.61,0.0815,134.05700000000002,0.08199999999999999,45,hiphop
614,spotify:track:5pu7aEkjSMFVxFiboIDixE,J. Cole,Revenge Of The Dreamers III: Director's Cut,Under The Sun,201.773,True,0.539,0.723,0.6559999999999999,0.0,0.298,-6.432,0.338,138.836,0.155,60,hiphop
615,spotify:track:1SYZeqExX1250udNlaEAze,J. Cole,Revenge Of The Dreamers III: Director's Cut,Down Bad,169.146,True,0.038,0.81,0.584,0.0,0.0559,-5.364,0.339,149.814,0.715,58,hiphop
616,spotify:track:7KNE7h5dcOP8HgfrlAkHuE,J. Cole,Revenge Of The Dreamers III: Director's Cut,LamboTruck,229.386,True,0.0514,0.659,0.693,0.0,0.184,-5.268,0.298,135.001,0.261,54,hiphop
617,spotify:track:4ucPhGibPjInOykvVNViRU,J. Cole,Revenge Of The Dreamers III: Director's Cut,"Swivel - From The Album ""Mirrorland""",194.613,True,0.247,0.594,0.545,0.0,0.239,-7.207999999999998,0.416,109.839,0.404,54,hiphop
618,spotify:track:5bnMRsrpblLaINuPh6b6QA,J. Cole,Revenge Of The Dreamers III: Director's Cut,Oh Wow...Swerve,275.986,True,0.375,0.518,0.713,1.09e-06,0.279,-6.143,0.508,165.265,0.307,54,hiphop
619,spotify:track:5NiJFLsaw1cUP80CPyMjdN,J. Cole,Revenge Of The Dreamers III: Director's Cut,Don't Hit Me Right Now,174.36,True,0.59,0.78,0.59,0.0,0.151,-6.5870000000000015,0.123,123.98,0.493,53,hiphop
620,spotify:track:1tJfLhetVOhr9QtvMVTDrg,J. Cole,Revenge Of The Dreamers III: Director's Cut,Wells Fargo - Interlude,123.413,True,0.0728,0.799,0.8270000000000001,5.3e-06,0.181,-3.198,0.103,148.02200000000005,0.24,55,hiphop
621,spotify:track:0qkiLDGEMIvrpSRIyAU6Xy,J. Cole,Revenge Of The Dreamers III: Director's Cut,Sleep Deprived,238.453,True,0.28600000000000003,0.56,0.7979999999999999,0.0,0.522,-4.282,0.355,88.17399999999998,0.716,53,hiphop
622,spotify:track:6icmAHgt5ZcKijVxGme5ug,J. Cole,Revenge Of The Dreamers III: Director's Cut,Self Love,223.013,True,0.189,0.759,0.7,0.0,0.119,-6.1610000000000005,0.0593,106.05,0.199,52,hiphop
623,spotify:track:001tGjS4WX77wtQGCP8Sfm,J. Cole,Revenge Of The Dreamers III: Director's Cut,"Ladies, Ladies, Ladies",167.786,True,0.638,0.5579999999999999,0.6709999999999999,0.0,0.301,-5.955,0.292,80.436,0.485,52,hiphop
624,spotify:track:6stSUCyAY8mfBX00Nc5UuI,J. Cole,Revenge Of The Dreamers III: Director's Cut,Costa Rica,217.866,True,0.532,0.8320000000000001,0.648,0.0,0.0705,-6.382999999999999,0.37,120.933,0.624,54,hiphop
625,spotify:track:5lnkEsVe0nThSA7YcvzTLA,J. Cole,Revenge Of The Dreamers III: Director's Cut,1993,210.466,True,0.528,0.524,0.725,0.0,0.5920000000000001,-5.318,0.625,177.67700000000005,0.6890000000000001,54,hiphop
626,spotify:track:1zJ7ymdM0xajHw4ZYLICBo,J. Cole,Revenge Of The Dreamers III: Director's Cut,Rembrandt...Run It Back,151.826,True,0.405,0.7120000000000001,0.555,0.00191,0.0844,-6.059,0.411,140.425,0.259,52,hiphop
627,spotify:track:1RSjLwX6inbcfF23cuqgrM,J. Cole,Revenge Of The Dreamers III: Director's Cut,Sunset,178.373,True,0.153,0.923,0.382,0.0,0.151,-7.117000000000001,0.199,129.92700000000002,0.406,53,hiphop
628,spotify:track:19Yum3jpUU8gey1Ue0dP4m,J. Cole,Revenge Of The Dreamers III: Director's Cut,Got Me,284.04,True,0.146,0.6990000000000001,0.611,0.0,0.0959,-6.439,0.338,76.27600000000002,0.461,50,hiphop
629,spotify:track:7CX1m1nI25iiNoOgRKNoIT,J. Cole,Revenge Of The Dreamers III: Director's Cut,MIDDLE CHILD,213.0,True,0.191,0.8390000000000001,0.484,0.0,0.254,-6.9,0.242,126.021,0.513,51,hiphop
630,spotify:track:5wYslsQvKIIWDt7PN6Y0zd,J. Cole,Revenge Of The Dreamers III: Director's Cut,PTSD,237.853,True,0.115,0.547,0.875,1.39e-06,0.14400000000000002,-5.417000000000002,0.439,95.306,0.594,50,hiphop
631,spotify:track:33mhcaisagS8xc7ZTckRU9,J. Cole,Revenge Of The Dreamers III: Director's Cut,Sacrifices,382.306,True,0.101,0.8270000000000001,0.685,0.0,0.109,-6.978,0.407,146.995,0.275,54,hiphop
632,spotify:track:2pQUmVMJiuGx3Dh0daDcJz,J. Cole,Revenge Of The Dreamers III: Director's Cut,Big Black Truck,152.973,True,0.451,0.607,0.48,0.0,0.35700000000000004,-7.832999999999998,0.635,171.332,0.142,65,hiphop
633,spotify:track:7pTnbqbltYggOYbXrIE3V9,J. Cole,Revenge Of The Dreamers III: Director's Cut,Still Up,205.2,True,0.0894,0.8490000000000001,0.6920000000000001,0.0,0.205,-5.555,0.119,150.003,0.512,58,hiphop
634,spotify:track:1MobF57nbROs1ml9IYEzwN,J. Cole,Revenge Of The Dreamers III: Director's Cut,Outta Pocket,157.213,True,0.244,0.91,0.456,0.007409999999999998,0.0842,-7.421,0.0642,129.989,0.5539999999999999,61,hiphop
635,spotify:track:5hrDDQTYaIH6iD2zX7uuoj,J. Cole,Revenge Of The Dreamers III: Director's Cut,Late Night,196.92,True,0.103,0.6779999999999999,0.6559999999999999,0.0,0.316,-7.803,0.507,125.451,0.711,58,hiphop
636,spotify:track:1tJq10vQnqYI0eiZd9FkEB,J. Cole,Revenge Of The Dreamers III: Director's Cut,Spin Move,223.533,True,0.07,0.784,0.5589999999999999,1.82e-06,0.16899999999999998,-8.401,0.4270000000000001,75.098,0.565,58,hiphop
637,spotify:track:39KiTKARPALXdEYaG5tqFM,J. Cole,Revenge Of The Dreamers III: Director's Cut,BUSSIT,150.72,True,0.22,0.7959999999999999,0.563,1.44e-06,0.077,-6.421,0.363,144.96,0.485,65,hiphop
638,spotify:track:18AFdCGyTiy6WtTDlx1HnN,J. Cole,Revenge Of The Dreamers III: Director's Cut,Passcode,206.0,True,0.555,0.626,0.42,2.64e-06,0.117,-9.459,0.54,140.929,0.604,56,hiphop
639,spotify:track:6k6QKZTfsSkLcARPA3VY4D,J. Cole,Revenge Of The Dreamers III: Director's Cut,Up Up Away,199.706,True,0.0333,0.882,0.573,0.0,0.316,-6.0520000000000005,0.237,77.977,0.483,61,hiphop
640,spotify:track:7oL60LH1UJgqauinmCYiGr,J. Cole,Revenge Of The Dreamers III: Director's Cut,No Chorus,202.213,True,0.238,0.691,0.392,0.0,0.149,-9.534,0.25,148.297,0.0891,58,hiphop
641,spotify:track:6Kwblq3Rf6KWDPK3kUpNBg,J. Cole,Revenge Of The Dreamers III: Director's Cut,Disgusted,163.053,True,0.133,0.514,0.6759999999999999,0.0,0.0832,-5.322,0.325,86.836,0.327,56,hiphop
642,spotify:track:54DECsrTA7p2WdAllfCupL,J. Cole,Revenge Of The Dreamers III: Director's Cut,Revenge,333.226,True,0.0389,0.6629999999999999,0.805,0.0,0.341,-6.87,0.387,151.091,0.218,55,hiphop
643,spotify:track:1hp7uTRi0jYcN6wgFP077U,J. Cole,Revenge Of The Dreamers III: Director's Cut,Still Dreamin,261.053,True,0.478,0.452,0.557,1.75e-06,0.0945,-6.425,0.261,82.411,0.38,63,hiphop
644,spotify:track:52Hq1nvCDDZ17dhgGWLnCI,J. Cole,KOD,Intro,107.16,False,0.8109999999999999,0.512,0.28,7.48e-05,0.087,-16.708,0.0441,111.446,0.545,53,hiphop
645,spotify:track:7yotKA30dwTKNEGomV9ZsI,J. Cole,KOD,KOD,191.436,True,0.21,0.831,0.782,0.0,0.113,-6.274,0.15,141.869,0.199,73,hiphop
