uri,artist,album,name,artists,track_number,duration_ms,explicit,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre
spotify:track:6ImxYXeLDQPIv4qo7bMhSk,Drake,If You're Reading This It's Too Late,Company,"['Drake', 'Travis Scott']",14,252640,True,0.0403,0.651,0.55,0.0,0.165,-8.216,0.0496,107.571,0.119,60,hiphop
spotify:track:2YaDRtIlQiZ5WDDB2YuEOC,Drake,If You're Reading This It's Too Late,You & The 6,['Drake'],15,264906,True,0.166,0.574,0.476,0.0,0.129,-7.444,0.282,154.531,0.223,56,hiphop
spotify:track:7JXZq0JgG2zTrSOAgY8VMC,Drake,If You're Reading This It's Too Late,Jungle,['Drake'],16,320400,True,0.618,0.69,0.235,0.000144,0.107,-8.651,0.0541,99.906,0.378,70,hiphop
spotify:track:5mZJwWdxAOR4xUvSGZvvMU,Drake,If You're Reading This It's Too Late,6PM In New York,['Drake'],17,283306,True,0.107,0.554,0.849,0.0,0.155,-4.154,0.25,128.428,0.386,54,hiphop
spotify:track:69gz9onZQNVw55cMQsaYii,Drake,Nothing Was The Same (Deluxe),Tuscan Leather,['Drake'],1,366400,False,0.114,0.432,0.681,0.0,0.236,-5.4,0.437,77.793,0.296,50,hiphop
spotify:track:6s64FyS9n0XYbGMLH3LOWU,Drake,Nothing Was The Same (Deluxe),Furthest Thing,['Drake'],2,267373,True,0.149,0.485,0.78,0.0,0.0568,-5.261,0.142,136.972,0.267,53,hiphop
spotify:track:3dgQqOiQ9fCKVhNOedd2lf,Drake,Nothing Was The Same (Deluxe),Started From the Bottom,['Drake'],3,174120,True,0.0331,0.794,0.523,0.0,0.156,-7.829,0.161,86.307,0.56,66,hiphop
spotify:track:1HnhCD1u0c4dHSMazmWGyM,Drake,Nothing Was The Same (Deluxe),Wu-Tang Forever,['Drake'],4,217600,True,0.0414,0.855,0.433,0.0,0.1,-8.447,0.15,99.975,0.394,52,hiphop
spotify:track:3EJ9ZuqkL1kwgouugqsLu8,Drake,Nothing Was The Same (Deluxe),Own It,['Drake'],5,252053,True,0.0437,0.652,0.345,3.59e-05,0.297,-11.319,0.119,103.281,0.304,53,hiphop
spotify:track:3X37NtwadSS0RM20dh2IgP,Drake,Nothing Was The Same (Deluxe),Worst Behavior,['Drake'],6,270200,True,0.156,0.777,0.778,1.08e-06,0.196,-6.349,0.136,109.925,0.437,55,hiphop
spotify:track:2WC4sK0ryyysQhtDok9Ytr,Drake,Nothing Was The Same (Deluxe),From Time,"['Drake', 'Jhené Aiko']",7,322160,True,0.629,0.737,0.494,0.0,0.126,-9.723,0.416,94.485,0.44,66,hiphop
spotify:track:6jdOi5U5LBzQrc4c1VT983,Drake,Nothing Was The Same (Deluxe),"Hold On, We're Going Home","['Drake', 'Majid Jordan']",8,227880,False,0.00411,0.773,0.414,3.37e-05,0.0733,-7.436,0.0961,99.993,0.289,71,hiphop
spotify:track:1Sj81sMg37Hd4omn7Ow2qR,Drake,Nothing Was The Same (Deluxe),Connect,['Drake'],9,296400,True,0.411,0.685,0.489,0.0,0.132,-9.472,0.152,75.018,0.461,49,hiphop
spotify:track:5dHpbFmZjWucrol0M7aNGU,Drake,Nothing Was The Same (Deluxe),The Language,['Drake'],10,224040,True,0.0118,0.823,0.662,0.0,0.0805,-8.426,0.318,120.117,0.533,52,hiphop
spotify:track:5wTRsfZKeaQnQn8JeW8QYQ,Drake,Nothing Was The Same (Deluxe),305 To My City,"['Drake', 'Detail']",11,255826,True,0.0515,0.519,0.487,0.0,0.15,-8.803,0.242,112.281,0.126,46,hiphop
spotify:track:5LnXWeA9tuWKI2C1H74iiJ,Drake,Nothing Was The Same (Deluxe),Too Much,"['Drake', 'Sampha']",12,261866,True,0.171,0.668,0.565,0.0,0.124,-5.879,0.505,140.489,0.142,56,hiphop
spotify:track:4RI9eX7jNcdaQOJifn7t6z,Drake,Nothing Was The Same (Deluxe),Pound Cake / Paris Morton Music 2,"['Drake', 'JAY-Z']",13,433800,True,0.138,0.521,0.762,1.11e-05,0.114,-6.746,0.529,164.089,0.266,61,hiphop
spotify:track:5Ggfa9cpkpfp5D6Rg0Yyw1,Drake,Nothing Was The Same (Deluxe),Come Thru,['Drake'],14,236360,True,0.163,0.472,0.468,0.0,0.586,-5.815,0.184,81.94,0.404,54,hiphop
spotify:track:5ngydCLbzCEdtu8SEOXhPU,Drake,Nothing Was The Same (Deluxe),All Me,"['Drake', '2 Chainz', 'Big Sean']",15,271573,True,0.0703,0.668,0.515,0.0,0.223,-6.977,0.402,122.014,0.425,61,hiphop
spotify:track:3t8pnImpBpOwxdtYBpKvA9,Drake,Nothing Was The Same (Deluxe),The Motion,['Drake'],16,241000,True,0.29,0.676,0.717,0.000368,0.0974,-8.219,0.0869,157.628,0.558,51,hiphop
spotify:track:1WnqWQcWcuQbVzgE7ecfCY,Kanye,JESUS IS KING,Every Hour,"['Kanye West', 'Sunday Service Choir']",1,112239,False,0.466,0.588,0.793,0.000647,0.913,-6.23,0.0794,76.997,0.694,66,hiphop
spotify:track:39JRmdKFka1Oe09FoOCPI4,Kanye,JESUS IS KING,Selah,['Kanye West'],2,164619,False,0.647,0.482,0.618,0.000859,0.32,-5.673,0.197,90.076,0.146,70,hiphop
spotify:track:2QpGZOhTCHHiKmpSO9FW4h,Kanye,JESUS IS KING,Follow God,['Kanye West'],3,104591,False,0.000248,0.529,0.9,1.21e-05,0.0426,-3.503,0.418,180.291,0.434,80,hiphop
spotify:track:3JWiDGQX2eTlFvKj3Yssj3,Kanye,JESUS IS KING,Closed On Sunday,['Kanye West'],4,151873,False,0.873,0.799,0.291,0.000641,0.139,-7.353,0.0318,97.984,0.406,72,hiphop
spotify:track:2SasoXZyv82yYgHiVOvxQn,Kanye,JESUS IS KING,On God,['Kanye West'],5,136350,False,0.0671,0.41,0.886,0.0,0.461,-4.413,0.155,72.577,0.393,70,hiphop
spotify:track:24bnCCysWnbNRNUT4LpHcP,Kanye,JESUS IS KING,Everything We Need,"['Kanye West', 'Ty Dolla $ign', 'Ant Clemons']",6,116559,False,0.312,0.894,0.416,0.0,0.146,-6.823,0.0538,116.96,0.463,70,hiphop
spotify:track:454Epa1vrCGFddHXKyC1kb,Kanye,JESUS IS KING,Water,"['Kanye West', 'Ant Clemons']",7,168419,False,0.57,0.505,0.281,0.000254,0.163,-12.404,0.1,82.338,0.283,66,hiphop
spotify:track:6xRWoYwfwIKnT8bQGzKbxR,Kanye,JESUS IS KING,God Is,['Kanye West'],8,203141,False,0.17,0.649,0.634,0.0,0.195,-4.394,0.0254,105.051,0.221,68,hiphop
spotify:track:7r6aR2f57resC5r93LwMfK,Kanye,JESUS IS KING,Hands On,"['Kanye West', 'Fred Hammond']",9,203174,False,0.558,0.514,0.393,0.0,0.282,-8.72,0.529,78.039,0.598,66,hiphop
spotify:track:0oPOuDmmkVp3h6puekhs6P,Kanye,JESUS IS KING,Use This Gospel,"['Kanye West', 'Clipse', 'Kenny G']",10,213877,False,0.614,0.611,0.459,0.0,0.126,-3.926,0.0422,148.28,0.177,70,hiphop
spotify:track:7sBgFMWqDWQgrsNSpIBoe8,Kanye,JESUS IS KING,Jesus Is Lord,['Kanye West'],11,49292,False,0.828,0.243,0.26,4.03e-05,0.532,-5.876,0.0305,76.61,0.327,64,hiphop
spotify:track:3aUFrxO1B8EW63QchEl3wX,Kanye,KIDS SEE GHOSTS,Feel The Love,"['KIDS SEE GHOSTS', 'Pusha T']",1,165053,True,0.126,0.58,0.469,7.32e-05,0.099,-5.946,0.104,110.573,0.369,67,hiphop
spotify:track:7oHkit3F3vimtsBbnZkU0G,Kanye,KIDS SEE GHOSTS,Fire,['KIDS SEE GHOSTS'],2,140526,True,0.472,0.709,0.751,4.71e-06,0.182,-3.801,0.16,104.999,0.37,61,hiphop
spotify:track:6JyEh4kl9DLwmSAoNDRn5b,Kanye,KIDS SEE GHOSTS,4th Dimension,"['KIDS SEE GHOSTS', 'Louis Prima']",3,153351,True,0.278,0.765,0.542,1.87e-05,0.609,-6.755,0.39,171.945,0.734,68,hiphop
spotify:track:7GRTrWsP3yo2Fx8umJfA1X,Kanye,KIDS SEE GHOSTS,Freeee (Ghost Town Pt. 2),"['KIDS SEE GHOSTS', 'Ty Dolla $ign']",4,206605,True,0.00457,0.334,0.81,0.0,0.158,-4.855,0.0632,151.643,0.306,59,hiphop
spotify:track:4RVbK6cV0VqWdpCDcx3hiT,Kanye,KIDS SEE GHOSTS,Reborn,['KIDS SEE GHOSTS'],5,324674,True,0.339,0.585,0.597,0.0404,0.195,-7.499,0.037,100.051,0.227,72,hiphop
spotify:track:2I3dW2dCBZAJGj5X21E53k,Kanye,KIDS SEE GHOSTS,Kids See Ghosts,"['KIDS SEE GHOSTS', 'Yasiin Bey']",6,245098,True,0.113,0.841,0.682,9.65e-05,0.131,-7.007,0.0458,94.985,0.338,61,hiphop
spotify:track:4kUZvXB3LC3an3HX6h0s17,Kanye,KIDS SEE GHOSTS,Cudi Montage,['KIDS SEE GHOSTS'],7,197000,True,0.401,0.729,0.504,1.44e-06,0.121,-6.784,0.0321,110.011,0.305,63,hiphop
spotify:track:0yhxBvedRdGxsPZHJNI4VA,Kanye,ye,I Thought About Killing You,['Kanye West'],1,274186,True,0.867,0.752,0.396,0.0,0.0486,-7.932,0.411,116.016,0.417,60,hiphop
spotify:track:1qsHYUd2c1wFGcn7e63QmG,Kanye,ye,Yikes,['Kanye West'],2,188773,True,0.15,0.683,0.776,0.0,0.227,-3.251,0.341,173.996,0.223,67,hiphop
spotify:track:3U21A07gAloCc4P7J8rxcn,Kanye,ye,All Mine,['Kanye West'],3,145506,True,0.123,0.925,0.31,0.0,0.0931,-6.531,0.291,121.927,0.291,72,hiphop
spotify:track:1nGoy0cEj0extAwXYNYTWd,Kanye,ye,Wouldn't Leave,"['Kanye West', 'PARTYNEXTDOOR']",4,205546,True,0.495,0.556,0.432,0.0,0.308,-8.551,0.545,164.235,0.352,62,hiphop
spotify:track:35KV2Nuib6jPMVN00O8iba,Kanye,ye,No Mistakes,['Kanye West'],5,123040,True,0.0393,0.643,0.646,0.0,0.109,-2.442,0.0629,80.174,0.35,59,hiphop
spotify:track:7vgTNTaEz3CsBZ1N4YQalM,Kanye,ye,Ghost Town,"['Kanye West', 'PARTYNEXTDOOR']",6,271386,True,0.0969,0.573,0.545,0.0,0.329,-4.247,0.0288,83.378,0.297,69,hiphop
spotify:track:3s7MCdXyWmwjdcWh7GWXas,Kanye,ye,Violent Crimes,['Kanye West'],7,215320,True,0.376,0.669,0.419,0.0,0.187,-6.724,0.522,109.813,0.0397,68,hiphop
spotify:track:1eQBEelI2NCy7AUTerX0KS,Kanye,The Life Of Pablo,Ultralight Beam,['Kanye West'],1,320680,True,0.62,0.592,0.403,0.0,0.54,-8.768,0.414,105.169,0.391,70,hiphop
spotify:track:4KW1lqgSr8TKrvBII0Brf8,Kanye,The Life Of Pablo,Father Stretch My Hands Pt. 1,['Kanye West'],2,135920,True,0.118,0.724,0.573,0.0,0.538,-4.113,0.0549,113.088,0.438,73,hiphop
spotify:track:1Wsbr1d2BouNGk2q92mIj7,Kanye,The Life Of Pablo,Pt. 2,['Kanye West'],3,130293,True,0.552,0.674,0.752,0.0,0.787,-4.073,0.333,145.076,0.236,65,hiphop
spotify:track:19a3JfW8BQwqHWUMbcqSx8,Kanye,The Life Of Pablo,Famous,['Kanye West'],4,196040,True,0.0711,0.465,0.735,0.0,0.0975,-3.715,0.117,173.935,0.409,71,hiphop
spotify:track:49fT6owWuknekShh9utsjv,Kanye,The Life Of Pablo,Feedback,['Kanye West'],5,147240,True,0.563,0.811,0.566,0.0,0.104,-6.033,0.517,100.224,0.169,60,hiphop
spotify:track:36o4taPyOdnOMf01ERmn9a,Kanye,The Life Of Pablo,Low Lights,['Kanye West'],6,131773,True,0.706,0.603,0.593,0.0,0.121,-4.685,0.109,101.956,0.523,57,hiphop
spotify:track:4qYLPta5HZ36idWiXtqh7B,Kanye,The Life Of Pablo,Highlights,['Kanye West'],7,199866,True,0.00572,0.547,0.626,0.0,0.313,-6.244,0.208,101.971,0.346,60,hiphop
spotify:track:6wfzokDylbrJzrJcpnBkcy,Kanye,The Life Of Pablo,Freestyle 4,['Kanye West'],8,123386,True,0.0449,0.564,0.537,0.0,0.0907,-8.381,0.095,126.036,0.459,58,hiphop
spotify:track:5CGS4UovzA7ftCJkLVXQju,Kanye,The Life Of Pablo,I Love Kanye,['Kanye West'],9,44826,True,0.594,0.756,0.374,0.0,0.217,-7.966,0.741,80.326,0.966,58,hiphop
spotify:track:3nAq2hCr1oWsIU54tS98pL,Kanye,The Life Of Pablo,Waves,['Kanye West'],10,181573,True,0.0528,0.557,0.586,7.33e-06,0.339,-4.57,0.0382,96.091,0.0681,71,hiphop
spotify:track:30Zcjs7pgEkmJA1lEbGSWT,Kanye,The Life Of Pablo,FML,['Kanye West'],11,236120,True,0.329,0.527,0.415,0.0,0.195,-7.184,0.131,125.357,0.12,67,hiphop
spotify:track:66Q3fAmSX5eHamgbKa9alP,Kanye,The Life Of Pablo,Real Friends,['Kanye West'],12,251573,True,0.262,0.441,0.744,0.000382,0.138,-6.248,0.476,81.396,0.124,66,hiphop
spotify:track:432hUIl3ISDeytYW5XBQ5h,Kanye,The Life Of Pablo,Wolves,['Kanye West'],13,301586,True,0.219,0.395,0.392,0.00173,0.134,-8.034,0.0925,155.856,0.103,71,hiphop
spotify:track:20r94xA0bsYNLtYSiOE6r3,Kanye,The Life Of Pablo,Frank's Track,['Kanye West'],14,38333,True,0.976,0.655,0.179,0.0,0.105,-6.903,0.0722,140.687,0.758,60,hiphop
spotify:track:1ZnA4VYOlYIShuGt60LmCs,Kanye,The Life Of Pablo,Siiiiiiiiilver Surffffeeeeer Intermission,['Kanye West'],15,56560,True,0.982,0.788,0.409,0.000203,0.11,-11.917,0.881,72.623,0.925,53,hiphop
spotify:track:2CHmgtK8OCL28WtIK96u4N,Kanye,The Life Of Pablo,30 Hours,['Kanye West'],16,323302,True,0.0359,0.823,0.813,0.0,0.0886,-6.71,0.288,95.012,0.373,60,hiphop
spotify:track:0zLClc0emc6qUeV1p5nc99,Kanye,The Life Of Pablo,No More Parties In LA,['Kanye West'],17,374413,True,0.246,0.508,0.921,0.0,0.221,-1.644,0.303,93.058,0.681,65,hiphop
spotify:track:3MnbXlC1N7GdS9M8HzA6no,Kanye,The Life Of Pablo,Facts (Charlie Heat Version),['Kanye West'],18,200733,True,0.0518,0.777,0.662,0.0,0.168,-3.761,0.143,142.059,0.4,59,hiphop
spotify:track:3cCxoOgfi6hgt8MNteuiiD,Kanye,The Life Of Pablo,Fade,['Kanye West'],19,193747,True,0.118,0.752,0.765,0.0,0.31,-5.805,0.0908,105.998,0.309,67,hiphop
spotify:track:1o0kWPueYo94LIjPYOE5Nf,Kanye,The Life Of Pablo,Saint Pablo,['Kanye West'],20,372113,True,0.282,0.461,0.772,0.0,0.178,-3.98,0.375,167.018,0.414,63,hiphop
spotify:track:1gqkRc9WtOpnGIqxf2Hvzr,Kanye,Yeezus,On Sight,['Kanye West'],1,156480,True,0.487,0.608,0.469,0.0,0.28,-3.182,0.325,102.528,0.515,55,hiphop
spotify:track:722tgOgdIbNe3BEyLnejw4,Kanye,Yeezus,Black Skinhead,['Kanye West'],2,188013,True,0.00112,0.766,0.821,0.0,0.168,-6.124,0.268,130.073,0.299,73,hiphop
spotify:track:0HMCdlOPJkAGlB0MlSWIcO,Kanye,Yeezus,I Am A God,['Kanye West'],3,231506,True,0.0366,0.506,0.532,0.000783,0.165,-7.403,0.0713,111.829,0.303,56,hiphop
spotify:track:4cAgkb0ifwn0FSHGXnr4F6,Kanye,Yeezus,New Slaves,['Kanye West'],4,256093,True,0.166,0.579,0.59,1.09e-05,0.096,-4.322,0.0708,150.189,0.361,61,hiphop
spotify:track:5nIu0VwPOsjkF61zfevLKh,Kanye,Yeezus,Hold My Liquor,['Kanye West'],5,326946,True,0.0199,0.495,0.322,7.61e-06,0.115,-10.36,0.0337,106.992,0.0399,61,hiphop
spotify:track:52NmkyHsGsHGb1UX8fTkMg,Kanye,Yeezus,I'm In It,['Kanye West'],6,234853,True,0.141,0.486,0.604,0.0,0.0668,-4.591,0.344,170.312,0.45,55,hiphop
spotify:track:42GcjriRK6srwHkfbkBqVl,Kanye,Yeezus,Blood On The Leaves,['Kanye West'],7,359800,True,0.396,0.454,0.69,0.0,0.101,-4.108,0.157,171.989,0.37,65,hiphop
spotify:track:5nPOM0nFRAJ3XI8xCxNAzO,Kanye,Yeezus,Guilt Trip,['Kanye West'],8,243746,True,0.159,0.439,0.666,1.03e-05,0.129,-6.078,0.0754,137.9,0.579,54,hiphop
spotify:track:3RKblQNJs8HPvWBgXmq6nn,Kanye,Yeezus,Send It Up,['Kanye West'],9,178040,True,0.292,0.624,0.544,7.41e-05,0.282,-5.193,0.34,93.585,0.363,55,hiphop
spotify:track:3sNVsP50132BTNlImLx70i,Kanye,Yeezus,Bound 2,['Kanye West'],10,229146,True,0.145,0.365,0.666,0.0,0.113,-2.821,0.0471,149.445,0.311,69,hiphop
spotify:track:6TPTfc7wJIT2jh5Aa8VuGz,Kanye,Kanye West Presents Good Music Cruel Summer,To The World - Album Version (Edited),"['Kanye West', 'R. Kelly', 'Teyana Taylor']",1,230986,False,0.211,0.722,0.556,0.0,0.104,-8.194,0.124,141.925,0.534,34,hiphop
spotify:track:7fuuAPjPDyLGyFaJEkSxAb,Kanye,Kanye West Presents Good Music Cruel Summer,Clique - Album Version (Edited),"['Kanye West', 'JAY-Z', 'Big Sean']",2,293533,False,0.0562,0.717,0.541,0.0,0.306,-5.942,0.235,109.448,0.327,50,hiphop
spotify:track:0nh1o1936u4X7MaatN56j8,Kanye,Kanye West Presents Good Music Cruel Summer,Mercy.1 - Album Version (Edited),"['Kanye West', 'Big Sean', 'Pusha T', '2 Chainz']",3,326280,False,0.0514,0.553,0.57,0.000102,0.424,-7.82,0.422,140.162,0.454,43,hiphop
spotify:track:7yyXLa0qfOqyR17qfy8cm8,Kanye,Kanye West Presents Good Music Cruel Summer,New God Flow.1 - Album Version (Edited),"['Kanye West', 'Pusha T', 'Ghostface Killah']",4,357293,False,0.459,0.475,0.949,0.0,0.722,-3.041,0.49,173.797,0.398,37,hiphop
spotify:track:6oilcOya1YbTc9ibBp2bJs,Kanye,Kanye West Presents Good Music Cruel Summer,The Morning - Album Version (Edited),"['Raekwon', 'Pusha T', 'Common', '2 Chainz', 'CyHi The Prynce', 'Kid Cudi', ""D'banj""]",5,275213,False,0.036,0.522,0.582,0.0,0.241,-6.903,0.408,80.483,0.185,39,hiphop
spotify:track:69TBeUU01dxrQKZYEzKaVE,Kanye,Kanye West Presents Good Music Cruel Summer,Cold.1 - Album Version (Edited),"['Kanye West', 'DJ Khaled']",6,216213,False,0.0017,0.671,0.888,0.0,0.239,-4.094,0.0831,106.705,0.612,33,hiphop
spotify:track:2hhfoWnSh1RIYrOhXzhAOA,Kanye,Kanye West Presents Good Music Cruel Summer,Higher - Album Version (Edited),"['The-Dream', 'Pusha T', 'Ma$e', 'Cocaine 80s']",7,274280,False,0.0158,0.658,0.65,0.000211,0.122,-7.952,0.116,153.974,0.276,33,hiphop
spotify:track:5yyW5zyUXeVcdoBFmxRjAf,Kanye,Kanye West Presents Good Music Cruel Summer,Sin City - Album Version (Edited),"['John Legend', 'Travis Scott', 'Teyana Taylor', 'CyHi The Prynce', 'Malik Yusef']",8,268386,False,0.0425,0.55,0.625,0.0,0.0823,-8.462,0.117,82.946,0.237,34,hiphop
spotify:track:7CfxN8x1qsUrova92PF8P2,Kanye,Kanye West Presents Good Music Cruel Summer,The One - Album Version (Edited),"['Kanye West', 'Big Sean', '2 Chainz', 'Marsha Ambrosius']",9,344880,False,0.0391,0.529,0.757,0.0,0.127,-5.333,0.145,139.919,0.256,32,hiphop
spotify:track:51PO0Md0UhUWdzN4hcEuiN,Kanye,Kanye West Presents Good Music Cruel Summer,Creepers - Album Version (Edited),['Kid Cudi'],10,194013,False,0.0217,0.605,0.74,0.00192,0.115,-8.084,0.0842,197.961,0.0767,34,hiphop
spotify:track:62I2M5Nz5VdCLygDMgDZUM,Kanye,Kanye West Presents Good Music Cruel Summer,Bliss - Album Version (Edited),"['John Legend', 'Teyana Taylor']",11,210013,False,0.0127,0.356,0.66,0.0,0.445,-8.216,0.0401,76.368,0.411,30,hiphop
spotify:track:51mK2xGop7WMDVeuHLvhWP,Kanye,Kanye West Presents Good Music Cruel Summer,Don't Like.1 - Album Version (Edited),"['Kanye West', 'Chief Keef', 'Pusha T', 'Big Sean', 'Jadakiss']",12,282880,False,0.00708,0.499,0.604,0.0,0.113,-5.443,0.296,132.069,0.626,43,hiphop
spotify:track:3Osd3Yf8K73aj4ySn6LrvK,Kanye,Watch The Throne (Deluxe),No Church In The Wild,"['JAY-Z', 'Kanye West', 'Frank Ocean', 'The-Dream']",1,272506,True,0.246,0.654,0.751,0.0179,0.167,-7.508,0.105,92.781,0.568,69,hiphop
spotify:track:08T26i7SErk6jCDTW7uUFI,Kanye,Watch The Throne (Deluxe),Lift Off,"['JAY-Z', 'Kanye West', 'Beyoncé']",2,266253,True,0.187,0.403,0.784,0.00177,0.165,-7.584,0.171,179.427,0.275,58,hiphop
spotify:track:4Li2WHPkuyCdtmokzW2007,Kanye,Watch The Throne (Deluxe),Ni**as In Paris,"['JAY-Z', 'Kanye West']",3,219333,True,0.127,0.788,0.859,0.0,0.348,-5.542,0.315,140.027,0.769,77,hiphop
spotify:track:6vegnfDS8DAEaCqWaPYGPy,Kanye,Watch The Throne (Deluxe),Otis,"['JAY-Z', 'Kanye West', 'Otis Redding']",4,178213,True,0.552,0.755,0.631,0.0,0.5,-4.751,0.302,94.571,0.433,66,hiphop
spotify:track:5Pt83OUaK3K9C2if4C5JOk,Kanye,Watch The Throne (Deluxe),Gotta Have It,"['JAY-Z', 'Kanye West']",5,140746,True,0.411,0.74,0.574,0.0,0.262,-6.938,0.245,149.762,0.33,62,hiphop
spotify:track:3SIgBSv9D8Nm3CvP0o0Q9Z,Kanye,Watch The Throne (Deluxe),New Day,"['JAY-Z', 'Kanye West']",6,272853,True,0.389,0.561,0.645,7.05e-05,0.142,-6.809,0.0705,91.005,0.359,55,hiphop
spotify:track:3TJxCXkL774hhGUmzFLUgy,Kanye,Watch The Throne (Deluxe),That's My Bitch,"['JAY-Z', 'Kanye West']",7,202560,True,0.237,0.745,0.871,0.000293,0.121,-6.291,0.113,108.985,0.495,53,hiphop
spotify:track:6N43Qgg9jx21vfMkTYvSi3,Kanye,Watch The Throne (Deluxe),Welcome To The Jungle,"['JAY-Z', 'Kanye West']",8,174133,True,0.0128,0.636,0.93,3.7e-06,0.18,-5.179,0.364,92.899,0.325,53,hiphop
spotify:track:3R1k8P1MrDdLSRhlTaaWAS,Kanye,Watch The Throne (Deluxe),Who Gon Stop Me,"['JAY-Z', 'Kanye West']",9,256706,True,0.0408,0.594,0.73,0.000164,0.715,-4.638,0.159,133.88,0.378,59,hiphop
spotify:track:1smcSwXObpmxcjCulmjMgy,Kanye,Watch The Throne (Deluxe),Murder To Excellence,"['JAY-Z', 'Kanye West']",10,300960,True,0.024,0.566,0.816,0.0,0.0804,-4.741,0.32,87.353,0.578,57,hiphop
spotify:track:4Mx5gDSGBHbrsgJR7r1QwJ,Kanye,Watch The Throne (Deluxe),Made In America,"['JAY-Z', 'Kanye West', 'Frank Ocean']",11,292066,True,0.043,0.71,0.729,5.88e-05,0.224,-7.01,0.219,165.899,0.55,53,hiphop
spotify:track:4lLmG1fatRUgnRz0Ol0WUi,Kanye,Watch The Throne (Deluxe),Why I Love You,"['JAY-Z', 'Kanye West', 'Mr Hudson']",12,201373,True,0.0261,0.481,0.805,0.0,0.269,-4.132,0.0419,123.441,0.373,56,hiphop
spotify:track:4HWQexsnWXsAKBJp52hU4G,Kanye,Watch The Throne (Deluxe),Illest Motherf**ker Alive,"['JAY-Z', 'Kanye West']",13,503320,True,0.171,0.553,0.663,1.64e-06,0.595,-6.412,0.0837,139.979,0.299,51,hiphop
spotify:track:7esMRbSzvLv60O70XLZFbc,Kanye,Watch The Throne (Deluxe),H•A•M,"['Kanye West', 'JAY-Z']",14,275733,True,0.0462,0.657,0.523,0.0,0.322,-4.907,0.0614,140.046,0.0382,57,hiphop
spotify:track:5zes2uxTNuqNlO6toDTZN5,Kanye,Watch The Throne (Deluxe),Primetime,"['JAY-Z', 'Kanye West']",15,199240,True,0.166,0.662,0.923,9.64e-06,0.31,-4.085,0.21,84.99,0.469,51,hiphop
spotify:track:0fjUmA3EdEZBBVyKNhsct0,Kanye,Watch The Throne (Deluxe),The Joy,"['JAY-Z', 'Kanye West', 'Curtis Mayfield']",16,317920,True,0.146,0.584,0.516,3.07e-05,0.139,-6.256,0.325,79.743,0.326,51,hiphop
spotify:track:7yNK27ZTpHew0c55VvIJgm,Kanye,My Beautiful Dark Twisted Fantasy,Dark Fantasy,['Kanye West'],1,280786,True,0.274,0.59,0.587,0.0,0.167,-5.919,0.0457,88.015,0.367,66,hiphop
spotify:track:23SZWX2IaDnxmhFsSLvkG2,Kanye,My Beautiful Dark Twisted Fantasy,Gorgeous,"['Kanye West', 'Kid Cudi', 'Raekwon']",2,357653,True,0.0207,0.603,0.713,0.000179,0.431,-3.625,0.0317,91.953,0.12,66,hiphop
spotify:track:2gZUPNdnz5Y45eiGxpHGSc,Kanye,My Beautiful Dark Twisted Fantasy,POWER,['Kanye West'],3,292093,True,0.0162,0.543,0.915,0.0,0.744,-4.746,0.113,153.998,0.577,77,hiphop
spotify:track:4D6TpthzUVNTjWQqfBW5Kb,Kanye,My Beautiful Dark Twisted Fantasy,All Of The Lights (Interlude),['Kanye West'],4,62253,True,0.902,0.296,0.0792,0.591,0.128,-16.569,0.0392,111.272,0.497,59,hiphop
spotify:track:22L7bfCiAkJo5xGSQgmiIO,Kanye,My Beautiful Dark Twisted Fantasy,All Of The Lights,['Kanye West'],5,299613,True,0.0796,0.541,0.803,1.71e-05,0.176,-3.284,0.0738,142.135,0.221,74,hiphop
spotify:track:1ZHYJ2Wwgxes4m8Ba88PeK,Kanye,My Beautiful Dark Twisted Fantasy,Monster,"['Kanye West', 'JAY-Z', 'Rick Ross', 'Nicki Minaj', 'Bon Iver']",6,378893,True,0.00244,0.628,0.692,0.013,0.668,-5.64,0.202,124.791,0.0964,69,hiphop
spotify:track:6K07Ahf6V7CAQn0ikrOztl,Kanye,My Beautiful Dark Twisted Fantasy,So Appalled,"['Kanye West', 'JAY-Z', 'Pusha T', 'CyHi The Prynce', 'Swizz Beatz', 'RZA']",7,397666,True,0.255,0.629,0.754,0.0,0.63,-5.873,0.289,87.07,0.58,59,hiphop
spotify:track:1UGD3lW3tDmgZfAVDh6w7r,Kanye,My Beautiful Dark Twisted Fantasy,Devil In A New Dress,"['Kanye West', 'Rick Ross']",8,351946,True,0.0175,0.433,0.76,0.0,0.158,-4.935,0.0726,79.789,0.205,66,hiphop
spotify:track:3DK6m7It6Pw857FcQftMds,Kanye,My Beautiful Dark Twisted Fantasy,Runaway,"['Kanye West', 'Pusha T']",9,547733,True,0.218,0.571,0.568,0.0021,0.512,-3.827,0.0703,86.986,0.109,71,hiphop
spotify:track:3rCNmRonlHN1TXQLcG3dSk,Kanye,My Beautiful Dark Twisted Fantasy,Hell Of A Life,['Kanye West'],10,327786,True,0.00142,0.449,0.813,0.000172,0.106,-5.478,0.129,177.962,0.452,60,hiphop
spotify:track:4EndPA8b6FDWYp1RgsnLEB,Kanye,My Beautiful Dark Twisted Fantasy,Blame Game,"['Kanye West', 'John Legend']",11,469866,True,0.305,0.425,0.581,6.3e-05,0.11,-5.964,0.0646,83.352,0.636,59,hiphop
