artist,album,name,explicit,key,mode,time_signature,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,popularity,genre,duration_s
J. Cole,2014 Forest Hills Drive,Hello,1,9,0,4,0.0774,0.631,0.7,1.1900000000000001e-05,0.106,-8.565,0.212,159.97299999999998,0.32899999999999996,59,hiphop,219.173
J. Cole,2014 Forest Hills Drive,Apparently,1,5,1,4,0.564,0.8009999999999999,0.5429999999999999,0.0,0.11599999999999999,-9.236,0.091,133.982,0.534,68,hiphop,293.04
J. Cole,2014 Forest Hills Drive,Love Yourz,1,8,1,1,0.609,0.502,0.623,0.0,0.11900000000000001,-8.812000000000001,0.441,75.555,0.39899999999999997,69,hiphop,211.68
J. Cole,2014 Forest Hills Drive,Note to Self,1,8,1,4,0.855,0.652,0.455,0.0,0.171,-8.673,0.115,83.15100000000001,0.325,55,hiphop,875.306
J. Cole,The Blow Up,I Really Mean It - Freestyle,1,7,1,4,0.037000000000000005,0.52,0.937,0.0,0.348,-4.14,0.39,81.994,0.7070000000000001,32,hiphop,177.024
J. Cole,The Blow Up,Knock on Wood - Freestyle,1,10,0,4,0.0678,0.7509999999999999,0.6629999999999999,0.0,0.11599999999999999,-12.49,0.183,104.81200000000001,0.688,34,hiphop,133.642
J. Cole,The Blow Up,Shook Ones - Freestyle,1,1,1,4,0.256,0.773,0.907,6.64e-05,0.11800000000000001,-5.069,0.281,96.23700000000001,0.6609999999999999,37,hiphop,107.075
J. Cole,The Blow Up,Premeditated Murder,1,0,1,4,0.0527,0.606,0.914,0.0,0.252,-4.837,0.175,82.82600000000001,0.44799999999999995,34,hiphop,235.206
J. Cole,The Blow Up,The Last Stretch,1,10,0,4,0.284,0.669,0.818,0.0,0.377,-8.021,0.45299999999999996,83.185,0.5379999999999999,29,hiphop,211.565
J. Cole,The Blow Up,In the Morning,1,8,0,4,0.738,0.428,0.7659999999999999,5.11e-06,0.185,-6.845,0.555,76.969,0.586,36,hiphop,224.653
J. Cole,The Blow Up,Sky Boy,1,7,1,4,0.111,0.384,0.9279999999999999,0.0,0.45899999999999996,-10.478,0.647,162.907,0.616,26,hiphop,163.422
J. Cole,The Blow Up,Serenade,1,3,1,4,0.0311,0.6859999999999999,0.8290000000000001,0.0,0.153,-7.327000000000001,0.062,91.014,0.342,29,hiphop,128.653
J. Cole,The Blow Up,Unabomber,1,11,0,4,0.0378,0.7170000000000001,0.777,2.38e-06,0.0735,-7.818,0.133,160.037,0.39,31,hiphop,192.52200000000002
J. Cole,The Blow Up,Higher,1,1,1,4,0.27399999999999997,0.8240000000000001,0.664,0.0,0.5770000000000001,-7.642,0.301,88.022,0.664,37,hiphop,226.27200000000002
J. Cole,The Blow Up,We On,1,5,0,4,0.28300000000000003,0.539,0.8240000000000001,0.0,0.139,-5.978,0.0906,160.08700000000002,0.24,28,hiphop,235.15400000000002
J. Cole,Born Sinner,Villuminati,1,11,0,4,0.0493,0.657,0.836,0.00366,0.36700000000000005,-6.075,0.196,107.352,0.049,0,hiphop,307.866
J. Cole,Born Sinner,Kerney Sermon,1,0,0,4,0.643,0.6459999999999999,0.608,0.0,0.353,-10.687999999999999,0.7509999999999999,161.246,0.966,0,hiphop,46.066
J. Cole,Born Sinner,Land of the Snakes,1,2,1,4,0.23,0.772,0.7290000000000001,0.0,0.257,-7.808,0.292,104.031,0.475,0,hiphop,254.453
J. Cole,Born Sinner,Power Trip,1,1,1,4,0.322,0.667,0.61,0.00020299999999999997,0.426,-7.053999999999999,0.217,99.991,0.465,0,hiphop,241.16
J. Cole,Born Sinner,Mo Money,1,1,0,4,0.7559999999999999,0.617,0.7190000000000001,0.0,0.149,-7.635,0.387,84.831,0.47700000000000004,0,hiphop,77.64
J. Cole,Born Sinner,Trouble,1,11,0,4,0.174,0.74,0.474,8.31e-06,0.153,-8.708,0.0622,107.454,0.0818,0,hiphop,258.399
J. Cole,Born Sinner,Runaway,1,2,1,4,0.195,0.475,0.757,0.0,0.37,-7.307,0.35700000000000004,187.929,0.0707,0,hiphop,314.493
J. Cole,Born Sinner,She Knows,1,1,1,4,0.0192,0.7659999999999999,0.7390000000000001,0.0794,0.22899999999999998,-10.364,0.0805,118.005,0.185,0,hiphop,296.52
J. Cole,Born Sinner,Rich Niggaz,1,8,0,4,0.47200000000000003,0.586,0.7170000000000001,0.00236,0.10400000000000001,-8.543,0.19699999999999998,125.007,0.306,0,hiphop,276.093
J. Cole,Born Sinner,Where's Jermaine?,1,6,1,3,0.893,0.423,0.24100000000000002,0.0,0.33799999999999997,-12.823,0.0646,140.399,0.787,0,hiphop,36.666
J. Cole,Born Sinner,Forbidden Fruit,1,1,1,4,0.5479999999999999,0.838,0.505,0.0012699999999999999,0.21100000000000002,-9.354,0.38299999999999995,110.029,0.40700000000000003,0,hiphop,268.666
J. Cole,Born Sinner,Chaining Day,1,0,1,4,0.27899999999999997,0.625,0.642,1.22e-06,0.10300000000000001,-7.291,0.168,84.544,0.33299999999999996,0,hiphop,284.506
J. Cole,Born Sinner,Ain't That Some Shit,1,7,1,4,0.0814,0.703,0.852,0.0014,0.314,-5.932,0.196,76.471,0.961,0,hiphop,147.41299999999998
J. Cole,Born Sinner,Crooked Smile,1,7,1,4,0.433,0.607,0.784,0.0,0.6890000000000001,-6.292999999999999,0.268,81.00399999999999,0.48200000000000004,0,hiphop,278.573
J. Cole,Born Sinner,Let Nas Down,1,9,0,4,0.0256,0.45799999999999996,0.74,0.0,0.29600000000000004,-5.65,0.245,79.255,0.37,0,hiphop,277.2
J. Cole,Born Sinner,Born Sinner,1,5,0,4,0.301,0.556,0.9079999999999999,0.0,0.129,-4.7589999999999995,0.245,158.151,0.715,0,hiphop,209.36
J. Cole,Cole World: The Sideline Story,Intro,1,8,0,4,0.8640000000000001,0.49,0.303,0.000383,0.105,-14.767999999999999,0.42200000000000004,62.818000000000005,0.0569,43,hiphop,82.613
J. Cole,Cole World: The Sideline Story,Dollar And A Dream III,1,3,0,4,0.516,0.42,0.726,0.0,0.0907,-7.1129999999999995,0.415,76.585,0.316,50,hiphop,283.066
J. Cole,Cole World: The Sideline Story,Can't Get Enough,0,2,1,4,0.139,0.768,0.62,0.0,0.521,-7.399,0.0658,132.035,0.589,65,hiphop,225.96
J. Cole,Cole World: The Sideline Story,Lights Please,1,7,1,4,0.0293,0.813,0.563,0.0,0.125,-7.082999999999999,0.26899999999999996,83.009,0.7609999999999999,61,hiphop,208.16
J. Cole,Cole World: The Sideline Story,Interlude,1,5,0,3,0.9359999999999999,0.521,0.285,0.000168,0.115,-14.619000000000002,0.105,64.825,0.157,44,hiphop,99.68
J. Cole,Cole World: The Sideline Story,Sideline Story,1,10,0,4,0.705,0.745,0.5720000000000001,0.0,0.146,-7.002999999999999,0.174,89.051,0.6629999999999999,53,hiphop,237.85299999999998
J. Cole,Cole World: The Sideline Story,Mr. Nice Watch,1,10,0,4,0.0929,0.556,0.574,0.00021899999999999998,0.113,-8.555,0.0951,138.954,0.29,49,hiphop,237.946
J. Cole,Cole World: The Sideline Story,Cole World,1,5,0,4,0.00137,0.695,0.768,0.0,0.0964,-8.818999999999999,0.136,156.974,0.499,57,hiphop,184.58599999999998
J. Cole,Cole World: The Sideline Story,In The Morning,0,3,0,4,0.764,0.44,0.6709999999999999,0.0,0.212,-10.597999999999999,0.47700000000000004,83.07799999999999,0.479,64,hiphop,234.386
J. Cole,Cole World: The Sideline Story,Lost Ones,1,5,1,4,0.10300000000000001,0.727,0.7809999999999999,0.0,0.0537,-8.613999999999999,0.29,81.07600000000001,0.682,60,hiphop,263.72
J. Cole,Cole World: The Sideline Story,Nobody's Perfect,1,8,0,4,0.0974,0.7929999999999999,0.498,1.26e-05,0.13,-11.208,0.17,119.988,0.42700000000000005,63,hiphop,190.653
J. Cole,Cole World: The Sideline Story,Never Told,1,11,0,3,0.396,0.326,0.65,0.0,0.11900000000000001,-9.574,0.19899999999999998,84.461,0.43799999999999994,48,hiphop,211.52
J. Cole,Cole World: The Sideline Story,Rise and Shine,1,9,1,4,0.0551,0.425,0.768,0.0,0.19,-5.968999999999999,0.272,81.337,0.27399999999999997,52,hiphop,274.96
J. Cole,Cole World: The Sideline Story,God's Gift,1,1,0,4,0.0311,0.332,0.7909999999999999,0.000264,0.10400000000000001,-4.489,0.22,79.65,0.439,49,hiphop,212.8
J. Cole,Cole World: The Sideline Story,Breakdown,1,1,1,3,0.0207,0.455,0.647,0.0556,0.098,-7.27,0.203,99.505,0.489,49,hiphop,285.306
J. Cole,Cole World: The Sideline Story,Work Out,1,2,1,4,0.0531,0.831,0.42700000000000005,0.0,0.307,-6.903,0.106,93.00399999999999,0.21600000000000003,77,hiphop,235.32
J. Cole,The Come Up,Intro,0,3,0,4,0.78,0.614,0.48200000000000004,0.0,0.152,-12.859000000000002,0.16699999999999998,94.024,0.8390000000000001,24,hiphop,54.2
J. Cole,The Come Up,Simba,0,7,1,5,0.498,0.664,0.675,0.0,0.33399999999999996,-12.862,0.728,109.745,0.867,31,hiphop,156.106
J. Cole,The Come Up,I'm The Man,0,8,0,4,0.17800000000000002,0.757,0.705,0.0,0.365,-11.15,0.325,99.73200000000001,0.63,31,hiphop,178.733
J. Cole,The Come Up,School Daze,0,7,1,4,0.11900000000000001,0.37200000000000005,0.721,0.0,0.36700000000000005,-11.804,0.386,167.88299999999998,0.636,28,hiphop,232.266
J. Cole,The Come Up,Dollar & A Dream,0,0,1,4,0.015,0.584,0.62,0.0,0.364,-11.375,0.35100000000000003,83.37799999999999,0.51,29,hiphop,276.92
J. Cole,The Come Up,Throw It Up,0,6,1,4,0.332,0.45399999999999996,0.628,0.0,0.0322,-14.220999999999998,0.39299999999999996,95.78399999999999,0.785,27,hiphop,218.85299999999998
J. Cole,The Come Up,Quote Me,0,1,1,4,0.0479,0.519,0.779,0.0,0.382,-12.485,0.295,104.01100000000001,0.831,24,hiphop,144.92
J. Cole,The Come Up,Split You Up,0,7,0,4,0.157,0.579,0.5670000000000001,0.0,0.0731,-11.562000000000001,0.324,82.14399999999999,0.598,29,hiphop,192.36
J. Cole,The Come Up,Plain,0,1,1,3,0.983,0.696,0.0532,0.0,0.701,-20.754,0.752,135.975,0.575,22,hiphop,90.693
J. Cole,The Come Up,The Come Up,0,0,1,3,0.361,0.518,0.68,0.0,0.73,-12.09,0.429,62.919,0.63,25,hiphop,131.306
J. Cole,The Come Up,Mighty Crazy,0,10,0,4,0.27399999999999997,0.57,0.8079999999999999,0.0,0.115,-12.525,0.48,93.23700000000001,0.515,25,hiphop,82.146
J. Cole,The Come Up,Dead Presidents,0,0,0,4,0.284,0.68,0.6709999999999999,0.0,0.27399999999999997,-10.647,0.259,87.024,0.608,36,hiphop,189.293
J. Cole,The Come Up,Homecoming,0,8,1,4,0.547,0.5589999999999999,0.49,0.0,0.32,-11.899000000000001,0.165,86.07600000000001,0.7559999999999999,25,hiphop,115.973
J. Cole,The Come Up,Carolina On My Mind,0,11,0,4,0.28800000000000003,0.35,0.529,0.0,0.16,-12.241,0.191,164.792,0.541,27,hiphop,221.32
J. Cole,The Come Up,Can't Cry,0,5,0,4,0.156,0.48100000000000004,0.601,0.0,0.28,-11.597999999999999,0.392,73.447,0.37,32,hiphop,255.57299999999998
J. Cole,The Come Up,Goin Off,0,11,0,4,0.324,0.755,0.5529999999999999,0.0,0.16899999999999998,-10.947000000000001,0.324,91.014,0.20600000000000002,24,hiphop,169.04
J. Cole,The Come Up,Get It,0,9,0,4,0.23199999999999998,0.6459999999999999,0.634,0.0,0.18899999999999997,-13.06,0.359,82.53399999999999,0.505,25,hiphop,217.16
J. Cole,The Come Up,I Do My Thing,0,4,0,3,0.5820000000000001,0.583,0.466,0.0,0.2,-13.989,0.439,70.03,0.7120000000000001,27,hiphop,162.32
Drake,Care Package,Dreams Money Can Buy,1,6,1,4,0.765,0.423,0.5870000000000001,0.0,0.114,-6.635,0.529,180.331,0.33,59,hiphop,253.803
Drake,Care Package,The Motion,1,4,0,4,0.371,0.631,0.7879999999999999,0.000317,0.10800000000000001,-7.142,0.102,157.769,0.544,64,hiphop,240.956
Drake,Care Package,How Bout Now,1,1,1,4,0.205,0.789,0.40399999999999997,0.0,0.21899999999999997,-8.363999999999999,0.23,122.06200000000001,0.47200000000000003,65,hiphop,235.56599999999997
Drake,Care Package,Trust Issues,1,11,0,3,0.779,0.42100000000000004,0.539,0.0,0.111,-5.456,0.27399999999999997,89.177,0.523,66,hiphop,281.518
Drake,Care Package,Days in The East,1,1,1,4,0.348,0.733,0.361,0.000285,0.0942,-11.129000000000001,0.135,94.902,0.0361,57,hiphop,353.69699999999995
Drake,Care Package,Draft Day,1,8,1,4,0.0322,0.6729999999999999,0.81,0.0,0.133,-3.793,0.36,166.084,0.564,55,hiphop,266.325
Drake,Care Package,4pm in Calabasas,1,4,0,4,0.115,0.743,0.66,0.0,0.10099999999999999,-4.802,0.418,192.03099999999998,0.5489999999999999,59,hiphop,240.217
Drake,Care Package,5 Am in Toronto,1,11,0,4,0.0678,0.555,0.88,0.0,0.0723,-4.325,0.265,87.195,0.391,59,hiphop,205.264
Drake,Care Package,I Get Lonely,0,11,0,4,0.706,0.47700000000000004,0.501,5.61e-06,0.0953,-9.177999999999999,0.0398,81.376,0.6890000000000001,56,hiphop,253.56099999999998
Drake,Care Package,My Side,1,6,0,4,0.603,0.5489999999999999,0.495,7.26e-06,0.0979,-5.6610000000000005,0.133,81.012,0.385,53,hiphop,294.65
Drake,Care Package,Jodeci Freestyle,1,2,1,4,0.0111,0.498,0.8440000000000001,0.0,0.102,-2.8339999999999996,0.268,88.435,0.282,54,hiphop,254.02200000000002
Drake,Care Package,Club Paradise,1,6,0,4,0.758,0.33799999999999997,0.7290000000000001,3.24e-05,0.18,-6.419,0.102,184.174,0.5429999999999999,56,hiphop,283.816
Drake,Care Package,Free Spirit,1,1,1,3,0.281,0.508,0.748,0.0,0.168,-4.997,0.33,100.414,0.225,53,hiphop,252.88400000000001
Drake,Care Package,Heat Of The Moment,1,5,0,4,0.179,0.6409999999999999,0.45399999999999996,0.00011599999999999999,0.065,-8.344,0.133,78.036,0.302,51,hiphop,343.455
Drake,Care Package,Girls Love Beyoncé,1,11,0,4,0.782,0.619,0.489,0.0,0.106,-11.25,0.46,126.046,0.32799999999999996,60,hiphop,225.011
Drake,Care Package,Paris Morton Music,1,10,0,4,0.414,0.505,0.494,7.979999999999999e-05,0.105,-8.635,0.315,171.97799999999998,0.141,56,hiphop,251.239
Drake,Care Package,Can I,1,4,0,4,0.484,0.643,0.17800000000000002,0.0108,0.122,-8.56,0.0588,85.042,0.0674,58,hiphop,189.28900000000002
Drake,So Far Gone,Lust For Life,1,6,1,4,0.9390000000000001,0.462,0.42200000000000004,0.0327,0.10800000000000001,-10.380999999999998,0.175,87.36399999999999,0.0853,57,hiphop,176.179
Drake,So Far Gone,Houstatlantavegas,1,1,0,4,0.39299999999999996,0.6829999999999999,0.695,0.00124,0.124,-6.797999999999999,0.0574,135.33700000000002,0.406,59,hiphop,290.791
Drake,So Far Gone,Successful,1,8,1,4,0.536,0.562,0.544,0.0,0.17,-5.065,0.369,159.517,0.231,60,hiphop,375.05
Drake,So Far Gone,Let’s Call It Off,1,9,0,4,0.00427,0.79,0.731,0.29,0.157,-4.607,0.0327,127.40299999999999,0.938,51,hiphop,234.175
Drake,So Far Gone,November 18th,1,11,0,4,0.579,0.7490000000000001,0.47600000000000003,0.0,0.1,-11.147,0.507,71.937,0.534,61,hiphop,188.18900000000002
Drake,So Far Gone,Ignant Shit,1,7,1,4,0.18600000000000003,0.591,0.846,0.0,0.46299999999999997,-3.687,0.276,94.795,0.121,58,hiphop,302.492
Drake,So Far Gone,A Night Off,1,11,0,4,0.374,0.611,0.508,3.87e-06,0.168,-5.5729999999999995,0.0741,103.61200000000001,0.368,49,hiphop,193.96200000000002
Drake,So Far Gone,Say What's Real,1,8,1,4,0.632,0.462,0.773,0.0,0.212,-5.375,0.28800000000000003,86.15700000000001,0.455,50,hiphop,230.717
Drake,So Far Gone,Little Bit,1,11,0,4,0.0999,0.758,0.888,0.0336,0.6609999999999999,-4.899,0.0374,120.39200000000001,0.7709999999999999,53,hiphop,230.484
Drake,So Far Gone,Best I Ever Had,1,1,1,4,0.19,0.395,0.922,0.0,0.134,-2.176,0.375,162.361,0.5579999999999999,64,hiphop,257.69
Drake,So Far Gone,Unstoppable,1,2,0,4,0.165,0.774,0.912,0.0,0.745,-2.787,0.34700000000000003,150.083,0.821,49,hiphop,209.957
Drake,So Far Gone,Uptown,1,1,1,5,0.00391,0.41600000000000004,0.8240000000000001,0.0,0.10400000000000001,-3.075,0.34299999999999997,85.43299999999999,0.41700000000000004,60,hiphop,382.26199999999994
Drake,So Far Gone,Sooner Than Later,1,5,0,4,0.17800000000000002,0.616,0.501,1.2e-05,0.105,-5.722,0.24,94.554,0.506,50,hiphop,262.046
Drake,So Far Gone,Bria's Interlude,1,2,0,3,0.209,0.49,0.507,0.0010400000000000001,0.11900000000000001,-6.205,0.0849,147.037,0.237,52,hiphop,139.57399999999998
Drake,So Far Gone,The Calm,1,11,0,4,0.8190000000000001,0.47100000000000003,0.784,1.13e-05,0.107,-8.25,0.883,160.833,0.258,48,hiphop,243.72299999999998
Drake,So Far Gone,Outro,1,5,1,4,0.988,0.397,0.0906,0.856,0.344,-21.655,0.054000000000000006,185.167,0.136,45,hiphop,174.398
Drake,So Far Gone,Brand New,1,6,1,3,0.631,0.39899999999999997,0.491,0.0,0.171,-8.992,0.0714,94.542,0.35600000000000004,57,hiphop,213.49200000000002
Drake,So Far Gone,Congratulations,1,6,1,5,0.0185,0.33299999999999996,0.8590000000000001,0.0,0.22,-2.286,0.14800000000000002,86.882,0.125,56,hiphop,332.529
Drake,Scorpion,Survival,1,9,0,4,0.133,0.607,0.596,0.0,0.12300000000000001,-9.09,0.358,77.324,0.149,61,hiphop,136.186
Drake,Scorpion,Nonstop,1,7,1,4,0.0164,0.912,0.41200000000000003,0.013000000000000001,0.10400000000000001,-8.074,0.124,154.983,0.42200000000000004,80,hiphop,238.614
Drake,Scorpion,Elevate,1,1,1,4,0.015,0.758,0.474,0.0,0.11599999999999999,-8.72,0.146,76.062,0.0541,65,hiphop,184.96
Drake,Scorpion,Emotionless,1,1,1,4,0.0249,0.413,0.677,0.0,0.0793,-5.12,0.255,172.50099999999998,0.0845,67,hiphop,302.173
Drake,Scorpion,God's Plan,1,7,1,4,0.0332,0.754,0.449,8.290000000000001e-05,0.552,-9.211,0.109,77.169,0.35700000000000004,84,hiphop,198.97299999999998
Drake,Scorpion,I'm Upset,1,11,0,4,0.27899999999999997,0.899,0.586,0.0,0.0836,-7.8660000000000005,0.344,150.001,0.49200000000000005,72,hiphop,214.46599999999998
Drake,Scorpion,8 Out Of 10,1,2,1,4,0.161,0.529,0.69,0.0,0.498,-7.87,0.74,170.54,0.311,62,hiphop,195.72
Drake,Scorpion,Mob Ties,1,4,0,4,0.0456,0.755,0.575,0.00124,0.276,-8.392999999999999,0.0678,85.98700000000001,0.49,73,hiphop,205.146
Drake,Scorpion,Can’t Take A Joke,1,10,0,4,0.128,0.7609999999999999,0.598,0.0,0.0839,-7.249,0.182,173.89700000000002,0.447,68,hiphop,163.97400000000002
Drake,Scorpion,Sandra’s Rose,1,1,1,4,0.0481,0.48700000000000004,0.8490000000000001,0.0,0.14300000000000002,-5.432,0.24600000000000002,152.093,0.52,63,hiphop,216.333
Drake,Scorpion,Talk Up,1,11,1,4,0.00359,0.758,0.49,6.61e-06,0.292,-9.877,0.139,140.116,0.335,61,hiphop,223.24
Drake,Scorpion,Is There More,1,1,1,4,0.727,0.698,0.547,0.0,0.159,-7.607,0.315,83.801,0.5479999999999999,60,hiphop,226.90599999999998
Drake,Scorpion,Peak,1,9,0,4,0.85,0.6859999999999999,0.215,0.000123,0.106,-13.54,0.0387,91.99799999999999,0.273,61,hiphop,206.02599999999998
Drake,Scorpion,Summer Games,0,1,1,4,0.47700000000000004,0.775,0.48200000000000004,0.0456,0.11,-11.269,0.0357,136.016,0.134,62,hiphop,247.893
Drake,Scorpion,Jaded,1,0,1,4,0.037000000000000005,0.7659999999999999,0.271,0.0,0.175,-5.697,0.0412,116.02,0.0371,67,hiphop,262.453
Drake,Scorpion,Nice For What,1,8,1,4,0.0891,0.586,0.909,0.000109,0.11900000000000001,-6.474,0.0705,93.39399999999999,0.757,79,hiphop,210.74599999999998
Drake,Scorpion,Finesse,0,0,0,4,0.133,0.807,0.32,0.000328,0.10099999999999999,-8.152000000000001,0.0582,94.99,0.298,71,hiphop,182.08
Drake,Scorpion,Ratchet Happy Birthday,1,2,1,4,0.106,0.657,0.5710000000000001,0.00121,0.0735,-12.519,0.14,167.96099999999998,0.626,58,hiphop,207.30599999999998
Drake,Scorpion,That’s How You Feel,1,10,0,4,0.11699999999999999,0.85,0.473,0.0105,0.10800000000000001,-5.747000000000001,0.209,85.454,0.38,64,hiphop,157.605
Drake,Scorpion,Blue Tint,1,7,0,4,0.013000000000000001,0.888,0.37200000000000005,0.0,0.184,-10.254000000000001,0.358,133.998,0.12300000000000001,64,hiphop,162.8
Drake,Scorpion,In My Feelings,1,1,1,4,0.0589,0.835,0.626,5.9999999999999995e-05,0.396,-5.832999999999999,0.125,91.03,0.35,81,hiphop,217.925
Drake,Scorpion,Don’t Matter To Me,0,10,1,4,0.493,0.826,0.318,0.0131,0.11,-12.390999999999998,0.0574,103.00200000000001,0.138,73,hiphop,245.78599999999997
Drake,Scorpion,After Dark,1,2,1,4,0.0414,0.6859999999999999,0.428,0.0,0.138,-13.072000000000001,0.192,141.95,0.32899999999999996,62,hiphop,289.56
Drake,Scorpion,Final Fantasy,1,0,1,1,0.42200000000000004,0.5,0.44799999999999995,8.03e-06,0.115,-10.977,0.442,144.204,0.10400000000000001,60,hiphop,219.96
Drake,Scorpion,March 14,1,10,0,4,0.406,0.5579999999999999,0.415,0.0,0.36,-7.355,0.358,127.096,0.317,57,hiphop,309.56
Drake,More Life,Free Smoke,1,10,0,4,0.0681,0.736,0.491,0.0,0.5710000000000001,-6.892,0.439,141.97899999999998,0.203,63,hiphop,218.673
Drake,More Life,No Long Talk,1,10,0,4,0.0671,0.9129999999999999,0.608,0.0,0.5329999999999999,-6.8389999999999995,0.23399999999999999,97.06299999999999,0.578,60,hiphop,149.56799999999998
Drake,More Life,Passionfruit,1,11,1,4,0.256,0.809,0.46299999999999997,0.085,0.109,-11.377,0.0396,111.98,0.364,79,hiphop,298.94
Drake,More Life,Jorja Interlude,1,11,1,4,0.762,0.735,0.373,0.00202,0.28800000000000003,-10.478,0.10400000000000001,123.081,0.237,60,hiphop,107.67299999999999
Drake,More Life,Get It Together,1,5,0,4,0.0945,0.7809999999999999,0.721,0.391,0.10400000000000001,-9.133,0.0514,123.01100000000001,0.8490000000000001,68,hiphop,250.33700000000002
Drake,More Life,Madiba Riddim,0,7,1,4,0.245,0.8390000000000001,0.521,0.00545,0.607,-10.45,0.166,105.992,0.33,62,hiphop,205.162
Drake,More Life,Blem,0,7,0,4,0.0533,0.726,0.535,1.3800000000000002e-05,0.0984,-7.803999999999999,0.0476,98.06700000000001,0.375,64,hiphop,216.55700000000002
Drake,More Life,4422,0,11,0,4,0.5579999999999999,0.61,0.22899999999999998,0.0413,0.113,-12.36,0.0333,111.887,0.19,62,hiphop,186.293
Drake,More Life,Gyalchester,1,1,1,4,0.0317,0.877,0.391,0.000502,0.0945,-8.196,0.063,131.018,0.122,69,hiphop,189.229
Drake,More Life,Skepta Interlude,1,7,1,5,0.0103,0.745,0.8220000000000001,4.2000000000000004e-06,0.155,-6.354,0.252,86.73299999999999,0.415,58,hiphop,143.213
Drake,More Life,Portland,1,1,1,4,0.0172,0.925,0.44299999999999995,0.0,0.276,-8.216000000000001,0.264,136.078,0.35,72,hiphop,236.614
Drake,More Life,Sacrifices,1,8,1,4,0.0407,0.903,0.439,0.0,0.138,-11.812999999999999,0.397,139.112,0.532,62,hiphop,307.593
Drake,More Life,Nothings Into Somethings,0,11,0,4,0.332,0.7659999999999999,0.23399999999999999,0.00156,0.358,-7.544,0.159,96.882,0.256,58,hiphop,153.724
Drake,More Life,Teenage Fever,1,8,0,4,0.111,0.7659999999999999,0.28300000000000003,0.0172,0.115,-10.33,0.0846,97.04,0.14400000000000002,73,hiphop,219.692
Drake,More Life,KMT,1,1,1,4,0.0189,0.875,0.6,0.0143,0.132,-6.818,0.0435,119.98700000000001,0.0906,62,hiphop,162.637
Drake,More Life,Lose You,1,4,1,4,0.6990000000000001,0.526,0.583,0.0,0.37200000000000005,-9.172,0.376,89.835,0.37799999999999995,57,hiphop,305.373
Drake,More Life,Can't Have Everything,1,1,1,4,0.0136,0.856,0.5720000000000001,1.55e-06,0.121,-8.429,0.373,82.445,0.45399999999999996,59,hiphop,228.437
Drake,More Life,Glow,1,9,0,4,0.2,0.688,0.384,0.0,0.708,-8.824,0.375,162.097,0.43200000000000005,56,hiphop,206.11900000000003
Drake,More Life,Since Way Back,0,0,1,4,0.348,0.46799999999999997,0.266,9.55e-06,0.209,-11.120999999999999,0.13,153.292,0.222,57,hiphop,368.035
Drake,More Life,Fake Love,1,9,0,4,0.105,0.9279999999999999,0.48100000000000004,0.0,0.17600000000000002,-9.35,0.287,134.007,0.613,74,hiphop,210.937
Drake,More Life,Ice Melts,1,6,0,4,0.08,0.813,0.551,0.0,0.386,-7.605,0.353,124.95700000000001,0.598,60,hiphop,250.77
Drake,More Life,Do Not Disturb,1,7,0,4,0.24600000000000002,0.618,0.693,0.0,0.11199999999999999,-5.943,0.45,170.982,0.45399999999999996,70,hiphop,283.55
Drake,Views,Keep The Family Close,1,9,0,4,0.14800000000000002,0.395,0.5670000000000001,0.0,0.381,-7.687,0.0529,133.403,0.18600000000000003,43,hiphop,328.906
Drake,Views,9,1,10,1,4,0.0008029999999999999,0.6890000000000001,0.7120000000000001,0.000601,0.237,-7.184,0.0451,100.00399999999999,0.0379,44,hiphop,255.78599999999997
Drake,Views,U With Me?,1,2,1,4,0.337,0.429,0.43,1.18e-05,0.138,-11.373,0.165,174.984,0.125,44,hiphop,297.373
Drake,Views,Feel No Ways,1,7,1,4,0.0319,0.588,0.674,7.55e-06,0.122,-7.082999999999999,0.171,193.893,0.198,47,hiphop,240.653
Drake,Views,Hype,1,4,0,4,0.0255,0.787,0.635,0.0,0.35600000000000004,-8.282,0.153,130.014,0.23800000000000002,46,hiphop,209.41299999999998
Drake,Views,Weston Road Flows,1,1,1,4,0.0635,0.623,0.74,0.0,0.366,-6.945,0.307,82.874,0.35100000000000003,42,hiphop,253.533
Drake,Views,Redemption,1,0,1,4,0.612,0.6940000000000001,0.314,2.04e-06,0.11699999999999999,-7.82,0.11699999999999999,119.906,0.33799999999999997,46,hiphop,333.94599999999997
Drake,Views,With You,1,1,1,4,0.136,0.878,0.406,0.000231,0.11199999999999999,-9.961,0.249,128.015,0.785,46,hiphop,195.053
Drake,Views,Faithful,1,1,1,4,0.11199999999999999,0.537,0.449,1.51e-05,0.285,-10.494000000000002,0.102,100.007,0.16899999999999998,41,hiphop,290.133
Drake,Views,Still Here,1,0,1,3,0.0267,0.833,0.431,0.0,0.633,-9.604,0.19399999999999998,133.938,0.22399999999999998,59,hiphop,189.85299999999998
Drake,Views,Controlla,1,10,0,4,0.0781,0.611,0.46799999999999997,0.0,0.10099999999999999,-11.084000000000001,0.179,92.09200000000001,0.349,60,hiphop,245.226
Drake,Views,One Dance,0,1,1,4,0.0077599999999999995,0.792,0.625,0.0018800000000000002,0.32899999999999996,-5.609,0.0536,103.96700000000001,0.37,66,hiphop,173.986
